datetime,Mean CH - layer 2 (Principal Aquifer (Outside Corcoran))
3/1/1992,79.14147002
4/1/1992,77.7486294
5/1/1992,76.79812315
6/1/1992,76.06267106
7/1/1992,75.43533183
8/1/1992,74.70936783
9/1/1992,73.5729805
10/1/1992,72.94861239
11/1/1992,72.41114464
12/1/1992,72.00514279
1/1/1993,71.69931748
2/1/1993,71.51419599
3/1/1993,71.39023504
4/1/1993,71.26802239
5/1/1993,71.17011813
6/1/1993,71.08984447
7/1/1993,71.00428392
8/1/1993,70.27918222
9/1/1993,68.73094861
10/1/1993,66.67022038
11/1/1993,64.29784479
12/1/1993,61.90676268
1/1/1994,60.21484157
2/1/1994,59.40455678
3/1/1994,58.91847871
4/1/1994,58.58660248
5/1/1994,58.36017036
6/1/1994,58.13572726
7/1/1994,57.89519844
8/1/1994,57.60796267
9/1/1994,57.25416116
10/1/1994,56.66825892
11/1/1994,55.30425417
12/1/1994,53.3892271
1/1/1995,52.85711266
2/1/1995,52.54136027
3/1/1995,52.40801235
4/1/1995,52.30063857
5/1/1995,52.20987936
6/1/1995,52.13985091
7/1/1995,52.08627894
8/1/1995,52.06137782
9/1/1995,52.03481901
10/1/1995,52.01975442
11/1/1995,52.00869493
12/1/1995,51.99957085
1/1/1996,51.99080648
2/1/1996,51.9823902
3/1/1996,51.98058737
4/1/1996,51.96664168
5/1/1996,51.95901446
6/1/1996,51.94597344
7/1/1996,51.93940571
8/1/1996,51.93366205
9/1/1996,51.92908678
10/1/1996,51.92546548
11/1/1996,51.92192187
12/1/1996,51.91292915
1/1/1997,51.90242191
2/1/1997,51.89518422
3/1/1997,51.88702399
4/1/1997,51.87546735
5/1/1997,51.85783402
6/1/1997,51.83349696
7/1/1997,51.81535697
8/1/1997,51.79117773
9/1/1997,51.7719338
10/1/1997,51.74906458
11/1/1997,51.72471886
12/1/1997,51.70386729
1/1/1998,51.67728878
2/1/1998,51.6497458
3/1/1998,51.62450429
4/1/1998,51.59842817
5/1/1998,51.57282163
6/1/1998,51.54276371
7/1/1998,51.51193537
8/1/1998,51.48383987
9/1/1998,51.45621432
10/1/1998,51.42773242
11/1/1998,51.40397627
12/1/1998,51.38399311
1/1/1999,51.36164551
2/1/1999,51.336601
3/1/1999,50.8657743
4/1/1999,48.54129566
5/1/1999,47.03250197
6/1/1999,45.45840744
7/1/1999,44.51927198
8/1/1999,43.79838843
9/1/1999,43.28170703
10/1/1999,42.91193292
11/1/1999,42.70312371
12/1/1999,42.56986982
1/1/2000,42.46513383
2/1/2000,42.37202508
3/1/2000,42.30658863
4/1/2000,42.24649643
5/1/2000,42.20110221
6/1/2000,42.16765033
7/1/2000,42.14421305
8/1/2000,42.13354346
9/1/2000,42.13184768
10/1/2000,42.13061011
11/1/2000,42.13045045
12/1/2000,42.13045045
1/1/2001,42.13045045
2/1/2001,42.13045045
3/1/2001,42.13045045
4/1/2001,42.13045045
5/1/2001,42.13045045
6/1/2001,42.13045045
7/1/2001,42.13045045
8/1/2001,42.13045045
9/1/2001,42.13045045
10/1/2001,42.13045045
11/1/2001,42.13045045
12/1/2001,42.13045045
1/1/2002,42.13045045
2/1/2002,42.13045045
3/1/2002,42.13045045
4/1/2002,42.13045045
5/1/2002,42.13045045
6/1/2002,42.13045045
7/1/2002,42.13045045
8/1/2002,42.13045045
9/1/2002,42.13045045
10/1/2002,42.13045045
11/1/2002,42.13045045
12/1/2002,42.13045045
1/1/2003,42.13045045
2/1/2003,42.13045045
3/1/2003,42.13045045
4/1/2003,42.13045045
5/1/2003,42.13045045
6/1/2003,42.13045045
7/1/2003,42.13516426
8/1/2003,41.64362576
9/1/2003,39.91905367
10/1/2003,37.19803978
11/1/2003,33.47006561
12/1/2003,31.80611233
1/1/2004,30.91454295
2/1/2004,30.31484087
3/1/2004,30.01802893
4/1/2004,29.85514999
5/1/2004,29.73709944
6/1/2004,29.63526516
7/1/2004,29.58072054
8/1/2004,29.56315245
9/1/2004,29.5559107
10/1/2004,29.55590322
11/1/2004,29.55590322
12/1/2004,29.55590322
1/1/2005,29.55590322
2/1/2005,29.55590322
3/1/2005,29.55590322
4/1/2005,29.55590322
5/1/2005,29.55590322
6/1/2005,29.55590322
7/1/2005,29.55590322
8/1/2005,29.55590322
9/1/2005,29.55590322
10/1/2005,29.55590322
11/1/2005,29.55590322
12/1/2005,29.55590322
1/1/2006,29.55590322
2/1/2006,29.55590322
3/1/2006,29.55590322
4/1/2006,29.55590322
5/1/2006,29.55590322
6/1/2006,29.55590322
7/1/2006,29.55590322
8/1/2006,29.55590322
9/1/2006,29.55590322
10/1/2006,29.55590322
11/1/2006,29.55542267
12/1/2006,29.54618179
1/1/2007,29.36332841
2/1/2007,28.84634672
3/1/2007,28.2699146
4/1/2007,26.89488155
5/1/2007,25.85088587
6/1/2007,25.08680378
7/1/2007,24.57294418
8/1/2007,24.1906297
9/1/2007,23.93142656
10/1/2007,23.74760359
11/1/2007,23.60277302
12/1/2007,23.48946396
1/1/2008,23.37632769
2/1/2008,23.27436966
3/1/2008,23.19821972
4/1/2008,23.13119214
5/1/2008,23.08058226
6/1/2008,23.03518317
7/1/2008,22.99545847
8/1/2008,22.95669514
9/1/2008,22.91928937
10/1/2008,22.88934166
11/1/2008,22.85877469
12/1/2008,22.82740033
1/1/2009,22.80150081
2/1/2009,22.76943746
3/1/2009,22.74367443
4/1/2009,22.7263501
5/1/2009,22.70696056
6/1/2009,22.68710788
7/1/2009,22.66644784
8/1/2009,22.64517359
9/1/2009,22.61574907
10/1/2009,22.58168713
11/1/2009,22.54229639
12/1/2009,22.49903623
1/1/2010,22.37724588
2/1/2010,21.96983076
3/1/2010,20.86395776
4/1/2010,19.71523039
5/1/2010,18.63952536
6/1/2010,17.49240294
7/1/2010,16.40823346
8/1/2010,15.74415303
9/1/2010,15.05482471
10/1/2010,14.11360775
11/1/2010,12.93218583
12/1/2010,11.95517138
1/1/2011,10.98671677
2/1/2011,10.24043771
3/1/2011,9.621483343
4/1/2011,8.951270717
5/1/2011,8.3533456
6/1/2011,7.508493825
7/1/2011,6.926544643
8/1/2011,6.39451051
9/1/2011,5.874107191
10/1/2011,5.426410924
11/1/2011,5.055745182
12/1/2011,4.586906495
1/1/2012,4.070066234
2/1/2012,3.662103906
3/1/2012,3.127158181
4/1/2012,2.671369246
5/1/2012,2.327125951
6/1/2012,1.980547377
7/1/2012,1.602496922
8/1/2012,1.245040964
9/1/2012,0.955863888
10/1/2012,0.724092006
11/1/2012,0.511744899
12/1/2012,0.254903866
1/1/2013,0.08205449
2/1/2013,-0.08633685
3/1/2013,-0.240592922
4/1/2013,-0.37400889
5/1/2013,-0.507214456
6/1/2013,-0.710199007
7/1/2013,-0.933647732
8/1/2013,-1.166731487
9/1/2013,-1.38595881
10/1/2013,-1.62828036
11/1/2013,-1.896633201
12/1/2013,-2.171028001
1/1/2014,-2.477346422
2/1/2014,-2.771786352
3/1/2014,-3.025272245
4/1/2014,-3.324730401
5/1/2014,-3.638254258
6/1/2014,-4.002264381
7/1/2014,-4.40709598
8/1/2014,-4.861275637
9/1/2014,-5.31781736
10/1/2014,-5.765966614
11/1/2014,-6.240325781
12/1/2014,-6.723397406
1/1/2015,-7.19300143
2/1/2015,-7.737826412
3/1/2015,-8.212519575
4/1/2015,-8.797038918
5/1/2015,-9.337771932
6/1/2015,-9.888615632
7/1/2015,-10.45122707
8/1/2015,-11.00539518
9/1/2015,-11.57704434
10/1/2015,-12.16198685
11/1/2015,-12.80337539
12/1/2015,-13.39894008
1/1/2016,-13.90450218
2/1/2016,-14.22495145
3/1/2016,-14.4995536
4/1/2016,-14.7600423
5/1/2016,-14.97457895
6/1/2016,-15.19675277
7/1/2016,-15.4354086
8/1/2016,-15.85131902
9/1/2016,-16.40088935
10/1/2016,-17.01172735
11/1/2016,-17.6737908
12/1/2016,-18.3413301
1/1/2017,-18.8615289
2/1/2017,-19.24305447
3/1/2017,-19.5225031
4/1/2017,-19.80372664
5/1/2017,-20.03286621
6/1/2017,-20.24788639
7/1/2017,-20.44024874
8/1/2017,-20.63414353
9/1/2017,-20.82665023
10/1/2017,-21.02648781
11/1/2017,-21.24984296
12/1/2017,-21.48187644
1/1/2018,-21.69868947
2/1/2018,-21.92016371
3/1/2018,-22.11679974
4/1/2018,-22.34060671
5/1/2018,-22.54615358
6/1/2018,-22.91086125
7/1/2018,-23.34222021
8/1/2018,-23.85923497
9/1/2018,-24.47226385
10/1/2018,-25.15858416
11/1/2018,-25.9292556
12/1/2018,-26.6819031
1/1/2019,-27.21221255
2/1/2019,-27.56508719
3/1/2019,-27.82679383
4/1/2019,-28.00578278
5/1/2019,-28.15374089
6/1/2019,-28.31777262
7/1/2019,-28.47643029
8/1/2019,-28.65075846
9/1/2019,-28.85820191
10/1/2019,-29.02947074
11/1/2019,-29.22816068
12/1/2019,-29.42285907
1/1/2020,-29.60354672
2/1/2020,-29.78040967
3/1/2020,-29.95176725
4/1/2020,-30.09751002
5/1/2020,-30.27164955
6/1/2020,-30.45918779
7/1/2020,-30.64415491
8/1/2020,-30.83993745
9/1/2020,-31.0837351
10/1/2020,-31.45756418
11/1/2020,-31.93523875
12/1/2020,-32.41039146
1/1/2021,-32.82740795
2/1/2021,-33.12623469
3/1/2021,-33.37876534
4/1/2021,-33.61518158
5/1/2021,-33.80743313
6/1/2021,-34.0183396
7/1/2021,-34.229424
8/1/2021,-34.61080513
9/1/2021,-35.17540777
10/1/2021,-35.96168255
11/1/2021,-36.83548782
12/1/2021,-37.7478047
1/1/2022,-38.65761681
2/1/2022,-39.41001813
3/1/2022,-39.98954228
4/1/2022,-40.57761053
5/1/2022,-41.18542354
6/1/2022,-41.70878046
7/1/2022,-42.21896591
8/1/2022,-42.74691694
9/1/2022,-43.24034995
10/1/2022,-43.73185114
11/1/2022,-44.22527021
12/1/2022,-44.65522547
1/1/2023,-45.03115016
2/1/2023,-45.3919093
3/1/2023,-45.76173412
4/1/2023,-46.08782127
5/1/2023,-46.40556915
6/1/2023,-46.72949142
7/1/2023,-47.01267571
8/1/2023,-47.32989961
9/1/2023,-47.59721877
10/1/2023,-47.81514993
11/1/2023,-48.0153815
12/1/2023,-48.23575281
1/1/2024,-48.47273619
2/1/2024,-48.69543398
3/1/2024,-48.88981955
4/1/2024,-49.10839624
5/1/2024,-49.30635459
6/1/2024,-49.52114698
7/1/2024,-49.72460969
8/1/2024,-49.9309169
9/1/2024,-50.14019221
10/1/2024,-50.3390559
11/1/2024,-50.53312509
12/1/2024,-50.72744291
1/1/2025,-50.94014412
2/1/2025,-51.14205292
3/1/2025,-51.33553366
4/1/2025,-51.53477921
5/1/2025,-51.72476417
6/1/2025,-51.93036139
7/1/2025,-52.133458
8/1/2025,-52.32744496
9/1/2025,-52.53204746
10/1/2025,-52.71725075
11/1/2025,-52.92270783
12/1/2025,-53.10438002
1/1/2026,-53.29225965
2/1/2026,-53.4656788
3/1/2026,-53.63335675
4/1/2026,-53.7997263
5/1/2026,-53.98620066
6/1/2026,-54.15725574
7/1/2026,-54.33147335
8/1/2026,-54.51153828
9/1/2026,-54.69045007
10/1/2026,-54.86251947
11/1/2026,-55.05348562
12/1/2026,-55.22363651
1/1/2027,-55.40667652
2/1/2027,-55.56475347
3/1/2027,-55.70608331
4/1/2027,-55.86193976
5/1/2027,-56.02571164
6/1/2027,-56.20528395
7/1/2027,-56.35902629
8/1/2027,-56.52610129
9/1/2027,-56.67446092
10/1/2027,-56.83392036
11/1/2027,-56.97088584
12/1/2027,-57.12811073
1/1/2028,-57.28954238
2/1/2028,-57.44994766
3/1/2028,-57.59911261
4/1/2028,-57.75481313
5/1/2028,-57.89165212
6/1/2028,-58.04788051
7/1/2028,-58.19814258
8/1/2028,-58.34162566
9/1/2028,-58.4950455
10/1/2028,-58.64260991
11/1/2028,-58.77289654
12/1/2028,-58.91859011
1/1/2029,-59.06819263
2/1/2029,-59.21685565
3/1/2029,-59.35037262
4/1/2029,-59.4972716
5/1/2029,-59.65003451
6/1/2029,-59.79520294
7/1/2029,-59.93484449
8/1/2029,-60.07824695
9/1/2029,-60.20468423
10/1/2029,-60.34177241
11/1/2029,-60.48256127
12/1/2029,-60.61800183
1/1/2030,-60.77352287
2/1/2030,-60.9119273
3/1/2030,-61.03625133
4/1/2030,-61.1730624
5/1/2030,-61.30468655
6/1/2030,-61.43987963
7/1/2030,-61.56995199
8/1/2030,-61.70355693
9/1/2030,-61.82424101
10/1/2030,-61.95210288
11/1/2030,-62.08344562
12/1/2030,-62.18998102
1/1/2031,-62.31970006
2/1/2031,-62.4486614
3/1/2031,-62.56452903
4/1/2031,-62.69206569
5/1/2031,-62.81479673
6/1/2031,-62.94088719
7/1/2031,-63.06223032
8/1/2031,-63.19972531
9/1/2031,-63.32367939
10/1/2031,-63.44297529
11/1/2031,-63.57819028
12/1/2031,-63.69610777
1/1/2032,-63.81727049
2/1/2032,-63.93775357
3/1/2032,-64.04987431
4/1/2032,-64.16906072
5/1/2032,-64.28378343
6/1/2032,-64.40167521
7/1/2032,-64.53348288
8/1/2032,-64.6501582
9/1/2032,-64.78509953
10/1/2032,-64.89677509
11/1/2032,-65.01154619
12/1/2032,-65.12203298
1/1/2033,-65.23558687
2/1/2033,-65.34853057
3/1/2033,-65.45005061
4/1/2033,-65.54498796
5/1/2033,-65.67194797
6/1/2033,-65.78275062
7/1/2033,-65.88943159
8/1/2033,-65.98562565
9/1/2033,-66.08057264
10/1/2033,-66.1855112
11/1/2033,-66.29338182
12/1/2033,-66.39724789
1/1/2034,-66.50402165
2/1/2034,-66.61024601
3/1/2034,-66.70574515
4/1/2034,-66.81093551
5/1/2034,-66.91223042
6/1/2034,-67.03098874
7/1/2034,-67.15150421
8/1/2034,-67.25459578
9/1/2034,-67.37164247
10/1/2034,-67.47040604
11/1/2034,-67.57195122
12/1/2034,-67.66974638
1/1/2035,-67.7702997
2/1/2035,-67.87035495
3/1/2035,-67.96032432
4/1/2035,-68.05944381
5/1/2035,-68.15491115
6/1/2035,-68.25307853
7/1/2035,-68.3476316
8/1/2035,-68.44486231
9/1/2035,-68.54162203
10/1/2035,-68.6348236
11/1/2035,-68.73066873
12/1/2035,-68.82299122
1/1/2036,-68.91793463
2/1/2036,-69.02751271
3/1/2036,-69.11558277
4/1/2036,-69.20928073
5/1/2036,-69.29954211
6/1/2036,-69.39237328
7/1/2036,-69.48180164
8/1/2036,-69.57377839
9/1/2036,-69.6653259
10/1/2036,-69.73131675
11/1/2036,-69.82200794
12/1/2036,-69.89379884
1/1/2037,-69.98364213
2/1/2037,-70.07307288
3/1/2037,-70.15351463
4/1/2037,-70.24216804
5/1/2037,-70.32758411
6/1/2037,-70.41544752
7/1/2037,-70.50010417
8/1/2037,-70.58933145
9/1/2037,-70.68918424
10/1/2037,-70.77286471
11/1/2037,-70.84193847
12/1/2037,-70.92481055
1/1/2038,-71.01006238
2/1/2038,-71.09493526
3/1/2038,-71.17128745
4/1/2038,-71.25544503
5/1/2038,-71.35313597
6/1/2038,-71.43652625
7/1/2038,-71.5144076
8/1/2038,-71.59711227
9/1/2038,-71.67945253
10/1/2038,-71.75879962
11/1/2038,-71.84043483
12/1/2038,-71.94083212
1/1/2039,-72.02179211
2/1/2039,-72.10240204
3/1/2039,-72.17492605
4/1/2039,-72.25487369
5/1/2039,-72.33191993
6/1/2039,-72.41119158
7/1/2039,-72.48758715
8/1/2039,-72.56619201
9/1/2039,-72.64446117
10/1/2039,-72.73775717
11/1/2039,-72.81545188
12/1/2039,-72.89033142
1/1/2040,-72.98932395
2/1/2040,-73.06602585
3/1/2040,-73.13749573
4/1/2040,-73.21357257
5/1/2040,-73.28689599
6/1/2040,-73.34410385
7/1/2040,-73.41680482
8/1/2040,-73.47378958
9/1/2040,-73.54826936
10/1/2040,-73.62005572
11/1/2040,-73.69392625
12/1/2040,-73.7651264
1/1/2041,-73.83839478
2/1/2041,-73.91135985
3/1/2041,-73.97701768
4/1/2041,-74.04941039
5/1/2041,-74.11918868
6/1/2041,-74.19099719
7/1/2041,-74.26021255
8/1/2041,-74.33144184
9/1/2041,-74.40237973
10/1/2041,-74.47075795
11/1/2041,-74.54212224
12/1/2041,-74.60993748
1/1/2042,-74.67972859
2/1/2042,-74.74923665
3/1/2042,-74.81178838
4/1/2042,-74.86249644
5/1/2042,-74.90845356
6/1/2042,-74.97679736
7/1/2042,-75.04267901
8/1/2042,-75.11048327
9/1/2042,-75.17801561
10/1/2042,-75.24311615
11/1/2042,-75.3101177
12/1/2042,-75.37470728
1/1/2043,-75.44118369
2/1/2043,-75.50739537
3/1/2043,-75.56698457
4/1/2043,-75.63269633
5/1/2043,-75.69604428
6/1/2043,-75.76124462
7/1/2043,-75.82410022
8/1/2043,-75.88879451
9/1/2043,-75.95323368
10/1/2043,-76.01535645
11/1/2043,-76.07929748
12/1/2043,-76.14094065
1/1/2044,-76.20438871
2/1/2044,-76.2675882
3/1/2044,-76.32649383
4/1/2044,-76.37577989
5/1/2044,-76.4353664
6/1/2044,-76.49766688
7/1/2044,-76.55773056
8/1/2044,-76.62014978
9/1/2044,-76.6817244
10/1/2044,-76.74108931
11/1/2044,-76.80219568
12/1/2044,-76.86110971
1/1/2045,-76.92175258
2/1/2045,-76.98216161
3/1/2045,-77.03653474
4/1/2045,-77.09650201
5/1/2045,-77.15431906
6/1/2045,-77.23602087
7/1/2045,-77.29342774
8/1/2045,-77.35252097
9/1/2045,-77.41138866
10/1/2045,-77.44863629
11/1/2045,-77.50704097
12/1/2045,-77.56335234
1/1/2046,-77.62131891
2/1/2046,-77.67906517
3/1/2046,-77.73104399
4/1/2046,-77.78880296
5/1/2046,-77.84407296
6/1/2046,-77.90097018
7/1/2046,-77.95583114
8/1/2046,-78.01230547
9/1/2046,-78.06856754
10/1/2046,-78.12281497
11/1/2046,-78.17903578
12/1/2046,-78.24497631
1/1/2047,-78.30035483
2/1/2047,-78.35552564
3/1/2047,-78.40518929
4/1/2047,-78.4599675
5/1/2047,-78.51278629
6/1/2047,-78.56716183
7/1/2047,-78.59645475
8/1/2047,-78.65037261
9/1/2047,-78.70409091
10/1/2047,-78.75588863
11/1/2047,-78.80921379
12/1/2047,-78.84079187
1/1/2048,-78.89372159
2/1/2048,-78.94674731
3/1/2048,-78.99590307
4/1/2048,-79.0482546
5/1/2048,-79.09873626
6/1/2048,-79.15097651
7/1/2048,-79.20159746
8/1/2048,-79.25317953
9/1/2048,-79.32471565
10/1/2048,-79.37432253
11/1/2048,-79.42539491
12/1/2048,-79.47464419
1/1/2049,-79.52495309
2/1/2049,-79.57547801
3/1/2049,-79.62096257
4/1/2049,-79.6711364
5/1/2049,-79.71952009
6/1/2049,-79.7693341
7/1/2049,-79.81737109
8/1/2049,-79.86682846
9/1/2049,-79.9161058
10/1/2049,-79.96362565
11/1/2049,-80.01255105
12/1/2049,-80.05973179
1/1/2050,-80.10830831
2/1/2050,-80.15689497
3/1/2050,-80.20046539
4/1/2050,-80.24870594
5/1/2050,-80.29505381
6/1/2050,-80.34277369
7/1/2050,-80.38879301
8/1/2050,-80.43617495
9/1/2050,-80.48338637
10/1/2050,-80.52891586
11/1/2050,-80.57579404
12/1/2050,-80.62100252
1/1/2051,-80.66755055
2/1/2051,-80.71393199
3/1/2051,-80.75583587
4/1/2051,-80.80189972
5/1/2051,-80.8463237
6/1/2051,-80.89206484
7/1/2051,-80.93631263
8/1/2051,-80.98186108
9/1/2051,-81.02711612
10/1/2051,-81.07088351
11/1/2051,-81.11582065
12/1/2051,-81.15915897
1/1/2052,-81.20378327
2/1/2052,-81.24824967
3/1/2052,-81.28970966
4/1/2052,-81.33387244
5/1/2052,-81.37646466
6/1/2052,-81.42032152
7/1/2052,-81.46261899
8/1/2052,-81.50617263
9/1/2052,-81.54957322
10/1/2052,-81.59123609
11/1/2052,-81.63434048
12/1/2052,-81.67591287
1/1/2053,-81.71872053
2/1/2053,-81.76137837
3/1/2053,-81.79978628
4/1/2053,-81.84216078
5/1/2053,-81.88302984
6/1/2053,-81.92511402
7/1/2053,-81.9657035
8/1/2053,-82.0075
9/1/2053,-82.06589426
10/1/2053,-82.10602973
11/1/2053,-82.14735938
12/1/2053,-82.18722201
1/1/2054,-82.22827049
2/1/2054,-82.26917687
3/1/2054,-82.30600915
4/1/2054,-82.34664763
5/1/2054,-82.38584491
6/1/2054,-82.42620789
7/1/2054,-82.46513877
8/1/2054,-82.50523014
9/1/2054,-82.54518413
10/1/2054,-82.58372015
11/1/2054,-82.62340339
12/1/2054,-82.66167805
1/1/2055,-82.70109243
2/1/2055,-82.7403714
3/1/2055,-82.77573904
4/1/2055,-82.81476234
5/1/2055,-82.85240169
6/1/2055,-82.89116142
7/1/2055,-82.92854637
8/1/2055,-82.96704576
9/1/2055,-83.00541384
10/1/2055,-83.0424218
11/1/2055,-83.08053315
12/1/2055,-83.11729366
1/1/2056,-83.15515037
2/1/2056,-83.19287846
3/1/2056,-83.22806038
4/1/2056,-83.26554107
5/1/2056,-83.30169374
6/1/2056,-83.338925
7/1/2056,-83.37483725
8/1/2056,-83.4118211
9/1/2056,-83.44867997
10/1/2056,-83.48423327
11/1/2056,-83.52084773
12/1/2056,-83.55616549
1/1/2057,-83.59253762
2/1/2057,-83.6287874
3/1/2057,-83.66142973
4/1/2057,-83.69744816
5/1/2057,-83.73219164
6/1/2057,-83.76797304
7/1/2057,-83.80248817
8/1/2057,-83.83803472
9/1/2057,-83.87346273
10/1/2057,-83.90763736
11/1/2057,-83.94283363
12/1/2057,-83.97678495
1/1/2058,-84.01175145
2/1/2058,-84.04660191
3/1/2058,-84.07798546
4/1/2058,-84.11261642
5/1/2058,-84.14602292
6/1/2058,-84.18042883
7/1/2058,-84.2136184
8/1/2058,-84.2478011
9/1/2058,-84.28187108
10/1/2058,-84.30694736
11/1/2058,-84.34082857
12/1/2058,-84.37351249
1/1/2059,-84.40717493
2/1/2059,-84.4407269
3/1/2059,-84.47094214
4/1/2059,-84.50428521
5/1/2059,-84.53645057
6/1/2059,-84.56957955
7/1/2059,-84.60153864
8/1/2059,-84.6344554
9/1/2059,-84.66726502
10/1/2059,-84.69891632
11/1/2059,-84.73151639
12/1/2059,-84.76296573
1/1/2060,-84.79535797
2/1/2060,-84.82764526
3/1/2060,-84.857758
4/1/2060,-84.88984335
5/1/2060,-84.92079657
6/1/2060,-84.95262895
7/1/2060,-84.98338662
8/1/2060,-85.01506707
9/1/2060,-85.04664551
10/1/2060,-85.07711009
11/1/2060,-85.10848894
12/1/2060,-85.13876116
1/1/2061,-85.16994205
