datetime,Mean CH - layer 2 (Principal Aquifer)
2/1/1901,337.4896233
3/1/1901,337.4022061
4/1/1901,337.3993137
5/1/1901,337.3074923
6/1/1901,337.2661383
7/1/1901,337.2307213
8/1/1901,337.1925242
9/1/1901,337.1457419
10/1/1901,337.160446
11/1/1901,337.1676143
12/1/1901,337.0700714
1/1/1902,336.8588018
2/1/1902,336.7862311
3/1/1902,336.6342084
4/1/1902,336.5152503
5/1/1902,336.3069231
6/1/1902,336.0682682
7/1/1902,335.7427425
8/1/1902,335.4592386
9/1/1902,335.2478856
10/1/1902,334.9402687
11/1/1902,334.5135973
12/1/1902,334.2438865
1/1/1903,333.7871435
2/1/1903,333.5011348
3/1/1903,333.2268447
4/1/1903,332.8362776
5/1/1903,332.3812451
6/1/1903,331.8907397
7/1/1903,331.5711079
8/1/1903,331.1642295
9/1/1903,330.7584223
10/1/1903,330.367841
11/1/1903,330.0536847
12/1/1903,329.6666882
1/1/1904,329.4277937
2/1/1904,329.0981679
3/1/1904,328.7926994
4/1/1904,328.3922743
5/1/1904,327.9159458
6/1/1904,327.5137118
7/1/1904,327.0334792
8/1/1904,326.689515
9/1/1904,326.2690915
10/1/1904,325.9417217
11/1/1904,325.5031815
12/1/1904,325.1347227
1/1/1905,324.6747302
2/1/1905,324.1387758
3/1/1905,323.7054021
4/1/1905,323.2813207
5/1/1905,322.7959734
6/1/1905,322.2849148
7/1/1905,321.7819259
8/1/1905,321.0267284
9/1/1905,320.4883459
10/1/1905,319.9601547
11/1/1905,319.4070413
12/1/1905,318.9555376
1/1/1906,318.4823616
2/1/1906,317.9145453
3/1/1906,317.1429063
4/1/1906,316.317219
5/1/1906,315.7589011
6/1/1906,315.1786266
7/1/1906,314.6142425
8/1/1906,314.0282827
9/1/1906,313.4397654
10/1/1906,312.8680044
11/1/1906,312.1859256
12/1/1906,311.6148356
1/1/1907,311.02456
2/1/1907,310.433403
3/1/1907,309.807192
4/1/1907,309.212667
5/1/1907,308.5603326
6/1/1907,307.9652396
7/1/1907,307.389045
8/1/1907,306.7928126
9/1/1907,306.2888431
10/1/1907,305.7092134
11/1/1907,305.1070141
12/1/1907,304.5204761
1/1/1908,303.7212991
2/1/1908,303.1070559
3/1/1908,302.6238712
4/1/1908,302.0033957
5/1/1908,301.4958244
6/1/1908,300.7835197
7/1/1908,300.2489994
8/1/1908,299.6060289
9/1/1908,298.9581368
10/1/1908,298.4294421
11/1/1908,297.7743061
12/1/1908,297.1362566
1/1/1909,296.4721265
2/1/1909,295.8023536
3/1/1909,295.1920331
4/1/1909,294.5086801
5/1/1909,293.8394084
6/1/1909,293.2226048
7/1/1909,292.6193463
8/1/1909,291.8989922
9/1/1909,291.1692654
10/1/1909,290.5669007
11/1/1909,289.7349479
12/1/1909,289.0899947
1/1/1910,288.2363111
2/1/1910,287.6926339
3/1/1910,286.9907242
4/1/1910,286.4148543
5/1/1910,285.5375038
6/1/1910,284.8743986
7/1/1910,284.1207632
8/1/1910,283.3485389
9/1/1910,282.5850906
10/1/1910,281.8561003
11/1/1910,281.1163391
12/1/1910,280.5049446
1/1/1911,279.7993797
2/1/1911,279.1184429
3/1/1911,278.5254105
4/1/1911,277.8933218
5/1/1911,277.3045126
6/1/1911,276.7186622
7/1/1911,276.193671
8/1/1911,275.665606
9/1/1911,275.1890838
10/1/1911,274.7483429
11/1/1911,274.189137
12/1/1911,273.887267
1/1/1912,273.2695951
2/1/1912,272.9833953
3/1/1912,272.6566272
4/1/1912,272.3389265
5/1/1912,271.9303535
6/1/1912,271.5594354
7/1/1912,271.2817204
8/1/1912,270.9886988
9/1/1912,270.6890079
10/1/1912,270.3915854
11/1/1912,270.0790185
12/1/1912,269.8896394
1/1/1913,269.6625703
2/1/1913,269.3479509
3/1/1913,269.0620247
4/1/1913,268.7439477
5/1/1913,268.5459637
6/1/1913,268.2231005
7/1/1913,267.8096422
8/1/1913,267.2865291
9/1/1913,267.0628161
10/1/1913,266.7635339
11/1/1913,266.4497675
12/1/1913,266.2505942
1/1/1914,266.010291
2/1/1914,265.6846585
3/1/1914,265.3870517
4/1/1914,265.0578139
5/1/1914,264.8153382
6/1/1914,264.4804893
7/1/1914,264.1552164
8/1/1914,263.92705
