Date,BLS,Alt,Aquifer,,,,,,
1/1/1935,110.5,140,Upper,,,,,,
1/1/1945,120.5,130,Upper,,,,,,
6/21/1948,162.36,88.14,Upper,,,,,,
9/22/1948,169.36,81.14,Upper,,,,,,
2/9/1949,162.56,87.94,Upper,,,,,,
9/23/1949,164.66,85.84,Upper,,,,,,
7/31/1951,166.76,83.74,Upper,,,,,,
10/31/1951,162.16,88.34,Upper,,,,,,
7/29/1952,174.06,76.44,Upper,,,,,,
9/24/1953,165.36,85.14,Upper,,,,,,
11/2/1953,159.86,90.64,Upper,,,,,,
3/26/1954,152.16,98.34,Upper,,,,,,
10/28/1954,155.06,95.44,Upper,,,,,,
2/28/1955,147.96,102.54,Upper,,,,,,
10/31/1955,143.76,106.74,Upper,,,,,,
2/24/1956,138.46,112.04,Upper,,,,,,
10/30/1956,145.26,105.24,Upper,,,,,,
3/29/1957,141.56,108.94,Upper,,,,,,
10/7/1957,139.96,110.54,Upper,,,,,,
5/5/1958,186.0,120.5,Upper,,,,,,
5/6/1959,182.4,124.1,Upper,,,,,,
5/4/1961,171.1,135.4,Upper,,,,,,
7/20/1971,175.4,164.2,Upper,,,,,,
1/26/1972,170.5,169.1,Upper,,,,,,
4/10/1973,167.8,171.8,Upper,,,,,,
10/18/1973,167.4,172.2,Upper,,,,,,
1/29/1974,165.6,174.0,Upper,,,,,,
10/23/1974,160.4,179.2,Upper,,,,,,
1/21/1975,159.0,180.6,Upper,,,,,,
1/23/1976,159.4,180.2,Upper,,,,,,
1/26/1977,158.5,181.1,Upper,,,,,,
12/1/1977,136,183.6,Upper,,,,,,
1/26/1979,130,189.6,Upper,,,,,,
1/24/1980,125,194.6,Upper,,,,,,
12/10/1980,119,200.6,Upper,,,,,,
12/10/1982,122,197.6,Upper,,,,,,
11/29/1983,108,211.6,Upper,,,,,,
12/26/1984,106,213.6,Upper,,,,,,
12/24/1985,103,216.6,Upper,,,,,,
12/5/1986,229,90.6,Upper,,,,,,
1/6/1988,196,123.6,Upper,,,,,,
1/12/1989,92,227.6,Upper,,,,,,
1/10/1990,86,233.6,Upper,,,,,,
12/3/1991,102,217.6,Upper,,,,,,
11/18/1993,186,133.6,Upper,,,,,,
11/21/1994,192,127.6,Upper,,,,,,
11/28/1995,87,232.6,Upper,,,,,,
11/19/1997,163,156.6,Upper,,,,,,
12/2/1998,126,193.6,Upper,,,,,,
11/30/1999,114,205.6,Upper,,,,,,
12/7/2000,78,241.6,Upper,,,,,,
11/17/2005,137,182.6,Upper,,,,,,
12/2/2009,360,-40.4,Upper,,,,,,
1/11/2011,342,-22.4,Upper,,,,,,
11/14/2011,131,188.6,Upper,,,,,,
11/27/2012,346,-26.4,Upper,,,,,,
12/9/2014,185,134.6,Upper,,,,,,
12/8/2015,73,246.6,Upper,,,,,,
12/19/2016,86,233.6,Upper,,,,,,
11/8/2017,147,172.6,Upper,,,,,,
6/6/2018,257.7,61.9,Upper,,,,,,
12/13/2018,233.35,86.25,Upper,,,,,,
6/11/2019,240.3,79.3,Upper,,,,,,
11/5/2019,239.08,80.52,Upper,,,,,,
3/31/2020,157,162.6,Upper,,,,,,
10/23/2020,89.51,230.09,Upper,,,,,,
3/1/2021,164.13,155.47,Upper,,,,,,
10/27/2021,125,194.6,Upper,,,,,,
11/30/2022,89.2,230.4,Upper,,,,,,
3/27/2023,83.1,236.5,Upper,,,,,,
10/26/2023,160,159.6,Upper,,,,,,
4/26/2024,156.2,163.4,Upper,,,,,,
2/1/1937,305,-17.6,Lower,,,,,,
6/1/1937,317,-29.6,Lower,,,,,,
9/1/1938,318,-30.6,Lower,,,,,,
3/1/1939,320,-32.6,Lower,,,,,,
8/1/1939,336,-48.6,Lower,,,,,,
6/1/1941,305,-17.6,Lower,,,,,,
10/1/1941,346,-58.6,Lower,,,,,,
4/1/1942,334,-46.6,Lower,,,,,,
7/1/1943,353,-65.6,Lower,,,,,,
2/1/1944,338,-50.6,Lower,,,,,,
10/1/1944,327,-39.6,Lower,,,,,,
5/1/1945,358,-70.6,Lower,,,,,,
5/1/1946,362,-74.6,Lower,,,,,,
10/1/1946,366,-78.6,Lower,,,,,,
2/1/1947,361,-72.6,Lower,,,,,,
4/1/1947,380,-91.6,Lower,,,,,,
8/1/1947,412,-123.6,Lower,,,,,,
2/1/1948,415,-126.6,Lower,,,,,,
9/1/1948,424,-135.6,Lower,,,,,,
2/1/1949,425,-136.6,Lower,,,,,,
9/1/1949,423,-134.6,Lower,,,,,,
10/1/1951,432,-143.6,Lower,,,,,,
10/1/1956,503,-214.6,Lower,,,,,,
9/1/1958,522,-233.6,Lower,,,,,,
4/1/1961,557,-268.6,Lower,,,,,,
5/1/1962,567,-278.6,Lower,,,,,,
2/1/1963,595,-306.6,Lower,,,,,,
12/8/1964,572,-223.5,Lower,,,,,,
12/9/1964,572.8,-224.3,Lower,,,,,,
12/10/1964,573.3,-224.8,Lower,,,,,,
12/11/1964,575,-226.5,Lower,,,,,,
12/12/1964,575.3,-226.8,Lower,,,,,,
12/13/1964,577.9,-229.4,Lower,,,,,,
12/14/1964,579.1,-230.6,Lower,,,,,,
12/15/1964,580.2,-231.7,Lower,,,,,,
12/16/1964,571.7,-223.2,Lower,,,,,,
12/17/1964,570.9,-222.4,Lower,,,,,,
12/18/1964,570.6,-222.1,Lower,,,,,,
12/20/1964,570.8,-222.3,Lower,,,,,,
12/21/1964,571.5,-223,Lower,,,,,,
12/22/1964,572.2,-223.7,Lower,,,,,,
12/23/1964,572.9,-224.4,Lower,,,,,,
12/24/1964,573.4,-224.9,Lower,,,,,,
12/25/1964,574.2,-225.7,Lower,,,,,,
12/26/1964,574.7,-226.2,Lower,,,,,,
12/27/1964,575,-226.5,Lower,,,,,,
12/28/1964,575.7,-227.2,Lower,,,,,,
12/29/1964,576,-227.5,Lower,,,,,,
12/30/1964,576,-227.5,Lower,,,,,,
12/31/1964,575.7,-227.2,Lower,,,,,,
1/1/1965,575.1,-226.6,Lower,,,,,,
1/2/1965,574.6,-226.1,Lower,,,,,,
1/3/1965,574.2,-225.7,Lower,,,,,,
1/4/1965,574.2,-225.7,Lower,,,,,,
1/5/1965,574.2,-225.7,Lower,,,,,,
1/6/1965,574.3,-225.8,Lower,,,,,,
1/7/1965,574.3,-225.8,Lower,,,,,,
1/8/1965,574.6,-226.1,Lower,,,,,,
1/9/1965,575,-226.5,Lower,,,,,,
1/10/1965,575.2,-226.7,Lower,,,,,,
1/11/1965,576.6,-228.1,Lower,,,,,,
1/12/1965,580.5,-232,Lower,,,,,,
1/13/1965,582.5,-234,Lower,,,,,,
1/14/1965,584,-235.5,Lower,,,,,,
1/15/1965,585.2,-236.7,Lower,,,,,,
1/16/1965,586.2,-237.7,Lower,,,,,,
1/17/1965,588.8,-240.3,Lower,,,,,,
1/18/1965,590.3,-241.8,Lower,,,,,,
1/19/1965,591.2,-242.7,Lower,,,,,,
1/20/1965,592.5,-244,Lower,,,,,,
1/21/1965,593.5,-245,Lower,,,,,,
1/22/1965,595,-246.5,Lower,,,,,,
1/23/1965,596.6,-248.1,Lower,,,,,,
1/24/1965,597.1,-248.59,Lower,,,,,,
1/25/1965,599.5,-250.99,Lower,,,,,,
1/26/1965,600.5,-251.99,Lower,,,,,,
1/27/1965,601.8,-253.29,Lower,,,,,,
1/28/1965,603,-254.49,Lower,,,,,,
1/29/1965,604,-255.49,Lower,,,,,,
1/30/1965,605,-256.49,Lower,,,,,,
1/31/1965,606,-257.49,Lower,,,,,,
2/1/1965,606.6,-258.09,Lower,,,,,,
2/2/1965,607,-258.49,Lower,,,,,,
2/3/1965,607.5,-258.99,Lower,,,,,,
2/4/1965,608,-259.49,Lower,,,,,,
2/5/1965,608.5,-259.99,Lower,,,,,,
2/6/1965,609,-260.49,Lower,,,,,,
2/7/1965,615,-266.49,Lower,,,,,,
2/8/1965,619,-270.49,Lower,,,,,,
2/9/1965,622.9,-274.39,Lower,,,,,,
2/10/1965,624.5,-275.99,Lower,,,,,,
2/11/1965,626,-277.49,Lower,,,,,,
2/12/1965,627.5,-278.99,Lower,,,,,,
2/13/1965,626,-277.49,Lower,,,,,,
2/14/1965,627.5,-278.99,Lower,,,,,,
2/15/1965,628,-279.49,Lower,,,,,,
2/16/1965,628.5,-279.99,Lower,,,,,,
2/17/1965,628.6,-280.09,Lower,,,,,,
2/18/1965,629.5,-280.99,Lower,,,,,,
2/19/1965,630.5,-281.99,Lower,,,,,,
2/20/1965,631,-282.49,Lower,,,,,,
2/21/1965,631.2,-282.69,Lower,,,,,,
2/22/1965,631.6,-283.09,Lower,,,,,,
2/23/1965,632,-283.49,Lower,,,,,,
2/24/1965,628.5,-279.99,Lower,,,,,,
2/25/1965,628,-279.49,Lower,,,,,,
2/26/1965,628,-279.49,Lower,,,,,,
2/27/1965,627,-278.49,Lower,,,,,,
2/28/1965,626.7,-278.19,Lower,,,,,,
3/1/1965,626.5,-277.99,Lower,,,,,,
3/2/1965,626.6,-278.09,Lower,,,,,,
3/3/1965,626.7,-278.19,Lower,,,,,,
3/4/1965,626.3,-277.79,Lower,,,,,,
3/5/1965,625.6,-277.09,Lower,,,,,,
3/6/1965,623.3,-274.79,Lower,,,,,,
3/7/1965,621.9,-273.39,Lower,,,,,,
3/8/1965,621,-272.49,Lower,,,,,,
3/9/1965,620.7,-272.19,Lower,,,,,,
3/10/1965,618.3,-269.79,Lower,,,,,,
3/11/1965,621.4,-272.89,Lower,,,,,,
3/12/1965,622.7,-274.19,Lower,,,,,,
3/13/1965,620,-271.49,Lower,,,,,,
3/14/1965,618.9,-270.39,Lower,,,,,,
3/15/1965,618,-269.49,Lower,,,,,,
3/16/1965,617.8,-269.29,Lower,,,,,,
3/17/1965,617.6,-269.09,Lower,,,,,,
3/18/1965,616.8,-268.29,Lower,,,,,,
3/19/1965,616,-267.49,Lower,,,,,,
3/20/1965,615.2,-266.69,Lower,,,,,,
3/21/1965,615,-266.49,Lower,,,,,,
3/22/1965,614,-265.49,Lower,,,,,,
3/23/1965,614.4,-265.89,Lower,,,,,,
3/24/1965,614,-265.49,Lower,,,,,,
3/25/1965,613.6,-265.09,Lower,,,,,,
3/26/1965,612.6,-264.09,Lower,,,,,,
3/27/1965,612,-263.49,Lower,,,,,,
3/28/1965,611.6,-263.09,Lower,,,,,,
3/29/1965,610.8,-262.29,Lower,,,,,,
3/30/1965,609.5,-260.99,Lower,,,,,,
3/31/1965,608.9,-260.39,Lower,,,,,,
4/1/1965,608,-259.49,Lower,,,,,,
4/2/1965,607.5,-258.99,Lower,,,,,,
4/3/1965,606.7,-258.19,Lower,,,,,,
4/4/1965,606,-257.49,Lower,,,,,,
4/5/1965,604,-255.49,Lower,,,,,,
4/6/1965,602.5,-253.99,Lower,,,,,,
4/7/1965,601.7,-253.19,Lower,,,,,,
4/8/1965,599.1,-250.59,Lower,,,,,,
4/9/1965,597.6,-249.09,Lower,,,,,,
4/10/1965,596,-247.49,Lower,,,,,,
4/11/1965,595,-246.49,Lower,,,,,,
4/12/1965,593.5,-244.99,Lower,,,,,,
4/13/1965,593.7,-245.19,Lower,,,,,,
4/14/1965,593,-244.49,Lower,,,,,,
4/15/1965,592.7,-244.19,Lower,,,,,,
4/16/1965,592.5,-243.99,Lower,,,,,,
4/17/1965,592.3,-243.79,Lower,,,,,,
4/18/1965,592.1,-243.59,Lower,,,,,,
4/19/1965,592,-243.49,Lower,,,,,,
4/20/1965,592.1,-243.59,Lower,,,,,,
4/21/1965,592.3,-243.79,Lower,,,,,,
4/22/1965,592.8,-244.29,Lower,,,,,,
4/23/1965,593,-244.49,Lower,,,,,,
4/24/1965,593.1,-244.59,Lower,,,,,,
4/25/1965,592.9,-244.39,Lower,,,,,,
4/26/1965,592.6,-244.09,Lower,,,,,,
4/27/1965,592.4,-243.89,Lower,,,,,,
4/28/1965,591.9,-243.39,Lower,,,,,,
4/29/1965,590.7,-242.19,Lower,,,,,,
4/30/1965,590,-241.49,Lower,,,,,,
5/1/1965,592,-243.49,Lower,,,,,,
5/2/1965,594.8,-246.29,Lower,,,,,,
5/3/1965,593.8,-245.29,Lower,,,,,,
5/4/1965,593.3,-244.79,Lower,,,,,,
5/5/1965,594.8,-246.29,Lower,,,,,,
5/6/1965,595.8,-247.29,Lower,,,,,,
5/7/1965,596,-247.49,Lower,,,,,,
5/8/1965,596.1,-247.59,Lower,,,,,,
5/9/1965,596.3,-247.79,Lower,,,,,,
5/10/1965,596.5,-247.99,Lower,,,,,,
5/11/1965,596.6,-248.09,Lower,,,,,,
5/12/1965,596.8,-248.29,Lower,,,,,,
5/13/1965,597.9,-249.39,Lower,,,,,,
5/14/1965,598.8,-250.29,Lower,,,,,,
5/15/1965,598.1,-249.59,Lower,,,,,,
5/16/1965,597.9,-249.39,Lower,,,,,,
5/17/1965,600.9,-252.39,Lower,,,,,,
5/18/1965,603,-254.49,Lower,,,,,,
5/19/1965,604,-255.49,Lower,,,,,,
5/20/1965,604.8,-256.29,Lower,,,,,,
5/21/1965,605,-256.49,Lower,,,,,,
5/22/1965,605.2,-256.69,Lower,,,,,,
5/23/1965,605.6,-257.09,Lower,,,,,,
5/24/1965,605.5,-256.99,Lower,,,,,,
5/25/1965,605,-256.49,Lower,,,,,,
5/26/1965,604.5,-255.99,Lower,,,,,,
5/27/1965,604.4,-255.89,Lower,,,,,,
5/28/1965,605,-256.49,Lower,,,,,,
5/29/1965,605.1,-256.59,Lower,,,,,,
5/30/1965,605.6,-257.09,Lower,,,,,,
5/31/1965,606.4,-257.89,Lower,,,,,,
6/1/1965,608.4,-259.89,Lower,,,,,,
6/2/1965,609.5,-260.99,Lower,,,,,,
6/3/1965,610.5,-261.99,Lower,,,,,,
6/4/1965,611,-262.49,Lower,,,,,,
6/5/1965,611.5,-262.99,Lower,,,,,,
6/6/1965,612,-263.49,Lower,,,,,,
6/7/1965,612.2,-263.69,Lower,,,,,,
6/8/1965,612.3,-263.79,Lower,,,,,,
6/9/1965,612.1,-263.59,Lower,,,,,,
6/10/1965,611.5,-262.99,Lower,,,,,,
6/11/1965,611,-262.49,Lower,,,,,,
6/12/1965,610.5,-261.99,Lower,,,,,,
6/13/1965,610,-261.49,Lower,,,,,,
6/14/1965,609.4,-260.89,Lower,,,,,,
6/15/1965,609.1,-260.59,Lower,,,,,,
6/16/1965,608.5,-259.99,Lower,,,,,,
6/17/1965,611,-262.49,Lower,,,,,,
6/18/1965,613.3,-264.79,Lower,,,,,,
6/19/1965,614.8,-266.29,Lower,,,,,,
6/20/1965,616.3,-267.79,Lower,,,,,,
6/21/1965,617.8,-269.29,Lower,,,,,,
6/22/1965,619.3,-270.79,Lower,,,,,,
6/23/1965,620.3,-271.79,Lower,,,,,,
6/24/1965,622,-273.49,Lower,,,,,,
6/25/1965,623.2,-274.69,Lower,,,,,,
6/26/1965,621.7,-273.19,Lower,,,,,,
6/27/1965,622,-273.49,Lower,,,,,,
6/28/1965,622.5,-273.99,Lower,,,,,,
6/29/1965,624.5,-275.99,Lower,,,,,,
6/30/1965,621.5,-272.99,Lower,,,,,,
7/1/1965,620.8,-272.29,Lower,,,,,,
7/2/1965,620.5,-271.99,Lower,,,,,,
7/3/1965,620.8,-272.29,Lower,,,,,,
7/4/1965,625.6,-277.09,Lower,,,,,,
7/5/1965,626,-277.49,Lower,,,,,,
7/6/1965,626.2,-277.69,Lower,,,,,,
7/7/1965,626.6,-278.09,Lower,,,,,,
7/8/1965,625.3,-276.79,Lower,,,,,,
7/9/1965,625,-276.49,Lower,,,,,,
7/10/1965,624.3,-275.79,Lower,,,,,,
7/11/1965,624.4,-275.89,Lower,,,,,,
7/12/1965,625.4,-276.89,Lower,,,,,,
7/13/1965,626,-277.49,Lower,,,,,,
7/14/1965,626.5,-277.99,Lower,,,,,,
7/15/1965,627,-278.49,Lower,,,,,,
7/16/1965,627.5,-278.99,Lower,,,,,,
7/17/1965,628,-279.49,Lower,,,,,,
7/18/1965,628.4,-279.89,Lower,,,,,,
7/19/1965,629,-280.49,Lower,,,,,,
7/20/1965,629.8,-281.29,Lower,,,,,,
7/21/1965,630.8,-282.29,Lower,,,,,,
7/22/1965,630.9,-282.39,Lower,,,,,,
7/23/1965,631,-282.49,Lower,,,,,,
7/24/1965,631.5,-282.99,Lower,,,,,,
7/25/1965,632.5,-283.99,Lower,,,,,,
7/26/1965,633.5,-284.99,Lower,,,,,,
7/27/1965,634.5,-285.99,Lower,,,,,,
7/28/1965,635.5,-286.99,Lower,,,,,,
7/29/1965,638.2,-289.69,Lower,,,,,,
7/30/1965,637.5,-288.99,Lower,,,,,,
7/31/1965,638.3,-289.79,Lower,,,,,,
8/1/1965,638.5,-289.99,Lower,,,,,,
8/2/1965,639,-290.49,Lower,,,,,,
8/3/1965,639.3,-290.79,Lower,,,,,,
8/4/1965,640,-291.49,Lower,,,,,,
8/5/1965,640.8,-292.29,Lower,,,,,,
8/6/1965,641,-292.49,Lower,,,,,,
8/7/1965,641,-292.49,Lower,,,,,,
8/8/1965,641,-292.49,Lower,,,,,,
8/9/1965,641.2,-292.69,Lower,,,,,,
8/10/1965,641.1,-292.59,Lower,,,,,,
8/11/1965,641.5,-292.99,Lower,,,,,,
8/12/1965,641.4,-292.89,Lower,,,,,,
8/13/1965,641.3,-292.79,Lower,,,,,,
8/14/1965,641.1,-292.59,Lower,,,,,,
8/15/1965,641.2,-292.69,Lower,,,,,,
8/16/1965,641.3,-292.79,Lower,,,,,,
8/17/1965,641.7,-293.19,Lower,,,,,,
8/18/1965,641.8,-293.29,Lower,,,,,,
8/19/1965,642.1,-293.59,Lower,,,,,,
8/20/1965,642.2,-293.69,Lower,,,,,,
8/21/1965,642.3,-293.79,Lower,,,,,,
8/22/1965,642.6,-294.09,Lower,,,,,,
8/23/1965,642.4,-293.89,Lower,,,,,,
8/24/1965,642.5,-293.99,Lower,,,,,,
8/25/1965,642,-293.49,Lower,,,,,,
8/26/1965,641,-292.49,Lower,,,,,,
8/27/1965,641.1,-292.59,Lower,,,,,,
8/28/1965,635.7,-287.19,Lower,,,,,,
8/29/1965,633.7,-285.19,Lower,,,,,,
8/30/1965,631.4,-282.89,Lower,,,,,,
8/31/1965,630.3,-281.79,Lower,,,,,,
9/1/1965,628.3,-279.79,Lower,,,,,,
9/2/1965,627.5,-278.99,Lower,,,,,,
9/3/1965,628,-279.49,Lower,,,,,,
9/4/1965,627.4,-278.89,Lower,,,,,,
9/5/1965,625.7,-277.19,Lower,,,,,,
9/6/1965,624,-275.49,Lower,,,,,,
9/7/1965,621.8,-273.29,Lower,,,,,,
9/8/1965,617,-268.49,Lower,,,,,,
9/9/1965,615,-266.49,Lower,,,,,,
9/10/1965,611,-262.49,Lower,,,,,,
9/11/1965,608,-259.49,Lower,,,,,,
9/12/1965,606,-257.49,Lower,,,,,,
9/13/1965,604.7,-256.19,Lower,,,,,,
9/14/1965,603.8,-255.29,Lower,,,,,,
9/15/1965,602.6,-254.09,Lower,,,,,,
9/16/1965,601.7,-253.19,Lower,,,,,,
9/17/1965,600.3,-251.79,Lower,,,,,,
9/18/1965,598.9,-250.39,Lower,,,,,,
9/19/1965,598.2,-249.69,Lower,,,,,,
9/20/1965,596.2,-247.69,Lower,,,,,,
9/21/1965,595,-246.49,Lower,,,,,,
9/22/1965,593.4,-244.89,Lower,,,,,,
9/23/1965,592.2,-243.69,Lower,,,,,,
9/24/1965,591.3,-242.79,Lower,,,,,,
9/25/1965,590,-241.49,Lower,,,,,,
9/26/1965,589.3,-240.79,Lower,,,,,,
9/27/1965,588.5,-239.99,Lower,,,,,,
9/28/1965,588,-239.49,Lower,,,,,,
9/29/1965,587.7,-239.19,Lower,,,,,,
9/30/1965,587,-238.49,Lower,,,,,,
10/1/1965,586.8,-238.29,Lower,,,,,,
10/2/1965,586.9,-238.39,Lower,,,,,,
10/3/1965,586.8,-238.29,Lower,,,,,,
10/4/1965,586,-237.49,Lower,,,,,,
10/5/1965,585,-236.49,Lower,,,,,,
10/6/1965,585,-236.49,Lower,,,,,,
10/7/1965,584.7,-236.19,Lower,,,,,,
10/8/1965,584.9,-236.39,Lower,,,,,,
10/9/1965,588,-239.49,Lower,,,,,,
10/10/1965,588.5,-239.99,Lower,,,,,,
10/11/1965,589.2,-240.69,Lower,,,,,,
10/12/1965,590.6,-242.09,Lower,,,,,,
10/13/1965,590.5,-241.99,Lower,,,,,,
10/14/1965,590.7,-242.19,Lower,,,,,,
10/15/1965,591.5,-242.99,Lower,,,,,,
10/16/1965,590.8,-242.29,Lower,,,,,,
10/17/1965,592.1,-243.59,Lower,,,,,,
10/18/1965,592.2,-243.69,Lower,,,,,,
10/19/1965,594.2,-245.69,Lower,,,,,,
10/20/1965,595.5,-246.99,Lower,,,,,,
10/21/1965,597.8,-249.29,Lower,,,,,,
10/22/1965,599.3,-250.79,Lower,,,,,,
10/23/1965,601,-252.49,Lower,,,,,,
10/24/1965,602.9,-254.39,Lower,,,,,,
10/25/1965,604.5,-255.99,Lower,,,,,,
10/26/1965,606,-257.49,Lower,,,,,,
10/27/1965,606,-257.49,Lower,,,,,,
10/28/1965,605.3,-256.79,Lower,,,,,,
10/29/1965,605.1,-256.59,Lower,,,,,,
10/30/1965,605.4,-256.89,Lower,,,,,,
10/31/1965,606.8,-258.29,Lower,,,,,,
11/1/1965,606.7,-258.19,Lower,,,,,,
11/2/1965,608.3,-259.79,Lower,,,,,,
11/3/1965,608.8,-260.29,Lower,,,,,,
11/4/1965,607.9,-259.39,Lower,,,,,,
11/5/1965,606.3,-257.79,Lower,,,,,,
11/6/1965,605.3,-256.79,Lower,,,,,,
11/7/1965,605.4,-256.89,Lower,,,,,,
11/8/1965,605.7,-257.19,Lower,,,,,,
11/9/1965,605,-256.49,Lower,,,,,,
11/10/1965,604.1,-255.59,Lower,,,,,,
11/11/1965,603.5,-254.99,Lower,,,,,,
11/12/1965,603.4,-254.89,Lower,,,,,,
11/13/1965,605.3,-256.79,Lower,,,,,,
11/14/1965,606,-257.49,Lower,,,,,,
11/15/1965,605.5,-256.99,Lower,,,,,,
11/16/1965,606,-257.49,Lower,,,,,,
11/17/1965,606,-257.49,Lower,,,,,,
11/18/1965,605.5,-256.99,Lower,,,,,,
11/19/1965,605,-256.49,Lower,,,,,,
11/20/1965,604,-255.49,Lower,,,,,,
11/21/1965,603,-254.49,Lower,,,,,,
11/22/1965,601.5,-252.99,Lower,,,,,,
11/23/1965,601,-252.49,Lower,,,,,,
11/24/1965,596.5,-247.99,Lower,,,,,,
11/25/1965,591,-242.49,Lower,,,,,,
11/26/1965,587.5,-238.99,Lower,,,,,,
11/27/1965,585.5,-236.99,Lower,,,,,,
11/28/1965,584,-235.49,Lower,,,,,,
11/29/1965,581.2,-232.69,Lower,,,,,,
11/30/1965,584.2,-235.69,Lower,,,,,,
12/1/1965,587.5,-238.99,Lower,,,,,,
12/2/1965,588,-239.49,Lower,,,,,,
12/3/1965,588.3,-239.79,Lower,,,,,,
12/4/1965,588.4,-239.89,Lower,,,,,,
12/5/1965,588.2,-239.69,Lower,,,,,,
12/6/1965,587.8,-239.29,Lower,,,,,,
12/7/1965,586.5,-237.99,Lower,,,,,,
12/8/1965,584.6,-236.09,Lower,,,,,,
12/9/1965,584,-235.49,Lower,,,,,,
12/10/1965,582.7,-234.19,Lower,,,,,,
12/11/1965,582,-233.49,Lower,,,,,,
12/12/1965,581.5,-232.99,Lower,,,,,,
12/19/1965,579,-230.49,Lower,,,,,,
12/20/1965,581,-232.49,Lower,,,,,,
12/21/1965,580.9,-232.39,Lower,,,,,,
12/22/1965,580.7,-232.19,Lower,,,,,,
12/23/1965,581,-232.49,Lower,,,,,,
12/24/1965,581.7,-233.19,Lower,,,,,,
12/25/1965,582,-233.49,Lower,,,,,,
12/26/1965,582.5,-233.99,Lower,,,,,,
12/27/1965,583,-234.49,Lower,,,,,,
12/28/1965,583.3,-234.79,Lower,,,,,,
12/29/1965,583.7,-235.19,Lower,,,,,,
12/30/1965,584.4,-235.89,Lower,,,,,,
12/31/1965,580.9,-232.39,Lower,,,,,,
1/1/1966,578.2,-229.69,Lower,,,,,,
1/2/1966,576.5,-227.99,Lower,,,,,,
1/3/1966,575.2,-226.69,Lower,,,,,,
1/4/1966,574.2,-225.69,Lower,,,,,,
1/5/1966,572.9,-224.39,Lower,,,,,,
1/6/1966,572.2,-223.69,Lower,,,,,,
1/7/1966,571.9,-223.39,Lower,,,,,,
1/8/1966,571.7,-223.19,Lower,,,,,,
1/9/1966,571.4,-222.89,Lower,,,,,,
1/10/1966,571.3,-222.79,Lower,,,,,,
1/11/1966,574.8,-226.29,Lower,,,,,,
1/12/1966,576,-227.49,Lower,,,,,,
1/13/1966,575,-226.49,Lower,,,,,,
1/14/1966,577,-228.49,Lower,,,,,,
1/15/1966,577.1,-228.59,Lower,,,,,,
1/16/1966,577.2,-228.69,Lower,,,,,,
1/17/1966,578.3,-229.79,Lower,,,,,,
1/18/1966,578.1,-229.59,Lower,,,,,,
1/19/1966,577.9,-229.39,Lower,,,,,,
1/20/1966,577.8,-229.29,Lower,,,,,,
1/21/1966,577.7,-229.19,Lower,,,,,,
1/22/1966,577.4,-228.89,Lower,,,,,,
1/23/1966,577.3,-228.79,Lower,,,,,,
1/24/1966,577.4,-228.89,Lower,,,,,,
1/25/1966,577.7,-229.19,Lower,,,,,,
1/26/1966,577.6,-229.09,Lower,,,,,,
1/27/1966,577.7,-229.19,Lower,,,,,,
1/28/1966,578.1,-229.59,Lower,,,,,,
1/29/1966,578.2,-229.69,Lower,,,,,,
1/30/1966,578.4,-229.89,Lower,,,,,,
1/31/1966,577,-228.49,Lower,,,,,,
2/1/1966,573,-224.49,Lower,,,,,,
2/2/1966,570.2,-221.69,Lower,,,,,,
2/3/1966,567.6,-219.09,Lower,,,,,,
2/4/1966,565.8,-217.29,Lower,,,,,,
2/5/1966,564.4,-215.89,Lower,,,,,,
2/6/1966,563,-214.49,Lower,,,,,,
2/7/1966,562,-213.49,Lower,,,,,,
2/8/1966,561.8,-213.29,Lower,,,,,,
2/9/1966,560,-211.49,Lower,,,,,,
2/10/1966,559.9,-211.39,Lower,,,,,,
2/11/1966,560.1,-211.59,Lower,,,,,,
2/12/1966,560.4,-211.89,Lower,,,,,,
2/13/1966,560.7,-212.19,Lower,,,,,,
2/14/1966,560.6,-212.09,Lower,,,,,,
2/15/1966,560.5,-211.99,Lower,,,,,,
2/16/1966,558.3,-209.79,Lower,,,,,,
2/17/1966,560,-211.49,Lower,,,,,,
2/18/1966,560,-211.49,Lower,,,,,,
2/19/1966,560.2,-211.69,Lower,,,,,,
2/20/1966,560.2,-211.69,Lower,,,,,,
2/21/1966,562,-213.49,Lower,,,,,,
2/22/1966,566.5,-217.99,Lower,,,,,,
2/23/1966,569,-220.49,Lower,,,,,,
2/24/1966,571,-222.49,Lower,,,,,,
2/25/1966,572.5,-223.99,Lower,,,,,,
2/26/1966,574,-225.49,Lower,,,,,,
2/27/1966,575.2,-226.69,Lower,,,,,,
2/28/1966,576.5,-227.99,Lower,,,,,,
3/1/1966,577.5,-228.99,Lower,,,,,,
3/2/1966,578.5,-229.99,Lower,,,,,,
3/3/1966,579,-230.49,Lower,,,,,,
3/4/1966,579,-230.49,Lower,,,,,,
3/5/1966,579.1,-230.59,Lower,,,,,,
3/6/1966,579.5,-230.99,Lower,,,,,,
3/7/1966,579.8,-231.29,Lower,,,,,,
3/8/1966,580.2,-231.69,Lower,,,,,,
3/9/1966,580.8,-232.29,Lower,,,,,,
3/10/1966,592.2,-243.69,Lower,,,,,,
3/11/1966,594.2,-245.69,Lower,,,,,,
3/12/1966,595.3,-246.79,Lower,,,,,,
3/13/1966,595.7,-247.19,Lower,,,,,,
3/14/1966,596,-247.49,Lower,,,,,,
