Date,BLS,Alt,Aquifer,,,,,,
3/9/1972,505.8,-157.29,Lower,,,,,,
3/10/1972,506.1,-157.59,Lower,,,,,,
3/11/1972,506.6,-158.09,Lower,,,,,,
3/12/1972,506.7,-158.19,Lower,,,,,,
3/13/1972,506.6,-158.09,Lower,,,,,,
3/14/1972,506.5,-157.99,Lower,,,,,,
3/15/1972,506.2,-157.69,Lower,,,,,,
3/16/1972,505.8,-157.29,Lower,,,,,,
3/17/1972,505.4,-156.89,Lower,,,,,,
3/18/1972,505.2,-156.69,Lower,,,,,,
3/19/1972,505,-156.49,Lower,,,,,,
3/20/1972,504.7,-156.19,Lower,,,,,,
3/21/1972,504.3,-155.79,Lower,,,,,,
3/22/1972,503.8,-155.29,Lower,,,,,,
3/23/1972,502.2,-153.69,Lower,,,,,,
3/24/1972,501.4,-152.89,Lower,,,,,,
3/25/1972,500.8,-152.29,Lower,,,,,,
3/26/1972,500.7,-152.19,Lower,,,,,,
4/5/1972,497.7,-149.19,Lower,,,,,,
4/6/1972,497.3,-148.79,Lower,,,,,,
4/7/1972,497.2,-148.69,Lower,,,,,,
4/8/1972,497.1,-148.59,Lower,,,,,,
4/9/1972,496.8,-148.29,Lower,,,,,,
4/10/1972,496.6,-148.09,Lower,,,,,,
4/11/1972,496.5,-147.99,Lower,,,,,,
4/12/1972,496.4,-147.89,Lower,,,,,,
4/13/1972,496.5,-147.99,Lower,,,,,,
4/14/1972,496.6,-148.09,Lower,,,,,,
4/15/1972,496.7,-148.19,Lower,,,,,,
4/16/1972,496.9,-148.39,Lower,,,,,,
4/17/1972,497,-148.49,Lower,,,,,,
4/18/1972,497.1,-148.59,Lower,,,,,,
4/19/1972,496.9,-148.39,Lower,,,,,,
4/20/1972,496.3,-147.79,Lower,,,,,,
4/21/1972,496.2,-147.69,Lower,,,,,,
4/22/1972,496,-147.49,Lower,,,,,,
4/23/1972,495.5,-146.99,Lower,,,,,,
4/24/1972,495.7,-147.19,Lower,,,,,,
4/25/1972,495.6,-147.09,Lower,,,,,,
4/26/1972,495.2,-146.69,Lower,,,,,,
4/27/1972,495,-146.49,Lower,,,,,,
4/28/1972,495.1,-146.59,Lower,,,,,,
4/29/1972,495.2,-146.69,Lower,,,,,,
4/30/1972,494.6,-146.09,Lower,,,,,,
5/1/1972,494.1,-145.59,Lower,,,,,,
5/2/1972,493.8,-145.29,Lower,,,,,,
5/3/1972,495.8,-147.29,Lower,,,,,,
5/4/1972,496.2,-147.69,Lower,,,,,,
5/5/1972,496.3,-147.79,Lower,,,,,,
5/6/1972,496.4,-147.89,Lower,,,,,,
5/7/1972,496.6,-148.09,Lower,,,,,,
5/8/1972,496.7,-148.19,Lower,,,,,,
5/9/1972,496.9,-148.39,Lower,,,,,,
5/10/1972,497,-148.49,Lower,,,,,,
5/11/1972,496.9,-148.39,Lower,,,,,,
5/12/1972,497,-148.49,Lower,,,,,,
5/13/1972,496.8,-148.29,Lower,,,,,,
5/14/1972,497.4,-148.89,Lower,,,,,,
5/15/1972,498,-149.49,Lower,,,,,,
5/16/1972,498.3,-149.79,Lower,,,,,,
5/17/1972,498.2,-149.69,Lower,,,,,,
5/18/1972,497.7,-149.19,Lower,,,,,,
5/19/1972,497.5,-148.99,Lower,,,,,,
5/20/1972,497.4,-148.89,Lower,,,,,,
5/21/1972,497.2,-148.69,Lower,,,,,,
5/22/1972,496.5,-147.99,Lower,,,,,,
5/23/1972,496.2,-147.69,Lower,,,,,,
5/24/1972,496.3,-147.79,Lower,,,,,,
5/25/1972,496.3,-147.79,Lower,,,,,,
5/26/1972,496.3,-147.79,Lower,,,,,,
5/27/1972,496.3,-147.79,Lower,,,,,,
5/28/1972,496.3,-147.79,Lower,,,,,,
5/29/1972,496,-147.49,Lower,,,,,,
5/30/1972,495.4,-146.89,Lower,,,,,,
6/1/1972,495.9,-147.39,Lower,,,,,,
6/3/1972,495.8,-147.29,Lower,,,,,,
6/4/1972,496,-147.49,Lower,,,,,,
6/5/1972,496.5,-147.99,Lower,,,,,,
6/6/1972,498.3,-149.79,Lower,,,,,,
6/7/1972,498.5,-149.99,Lower,,,,,,
6/8/1972,498.4,-149.89,Lower,,,,,,
6/12/1972,496.9,-148.39,Lower,,,,,,
6/13/1972,496.7,-148.19,Lower,,,,,,
6/14/1972,496.8,-148.29,Lower,,,,,,
6/15/1972,496.9,-148.39,Lower,,,,,,
6/16/1972,496.6,-148.09,Lower,,,,,,
6/17/1972,495.4,-146.89,Lower,,,,,,
6/18/1972,494.9,-146.39,Lower,,,,,,
6/19/1972,494.6,-146.09,Lower,,,,,,
6/20/1972,494.4,-145.89,Lower,,,,,,
6/21/1972,494.3,-145.79,Lower,,,,,,
6/28/1972,493.8,-145.29,Lower,,,,,,
6/29/1972,493.6,-145.09,Lower,,,,,,
6/30/1972,493.4,-144.89,Lower,,,,,,
7/1/1972,493.5,-144.99,Lower,,,,,,
7/2/1972,493.9,-145.39,Lower,,,,,,
7/3/1972,494,-145.49,Lower,,,,,,
7/4/1972,494.1,-145.59,Lower,,,,,,
7/5/1972,494.2,-145.69,Lower,,,,,,
7/6/1972,494.4,-145.89,Lower,,,,,,
7/7/1972,495.3,-146.79,Lower,,,,,,
7/8/1972,496.1,-147.59,Lower,,,,,,
7/9/1972,496.9,-148.39,Lower,,,,,,
7/10/1972,497.9,-149.39,Lower,,,,,,
7/11/1972,498.6,-150.09,Lower,,,,,,
7/12/1972,499.1,-150.59,Lower,,,,,,
7/13/1972,499.4,-150.89,Lower,,,,,,
7/14/1972,499.7,-151.19,Lower,,,,,,
7/15/1972,500,-151.49,Lower,,,,,,
7/16/1972,500.3,-151.79,Lower,,,,,,
7/17/1972,500,-151.49,Lower,,,,,,
7/18/1972,500.1,-151.59,Lower,,,,,,
7/19/1972,500.3,-151.79,Lower,,,,,,
7/20/1972,500.7,-152.19,Lower,,,,,,
7/21/1972,500.9,-152.39,Lower,,,,,,
7/22/1972,501,-152.49,Lower,,,,,,
7/23/1972,501.1,-152.59,Lower,,,,,,
7/24/1972,501.2,-152.69,Lower,,,,,,
7/25/1972,501.5,-152.99,Lower,,,,,,
7/26/1972,501.9,-153.39,Lower,,,,,,
7/27/1972,503,-154.49,Lower,,,,,,
7/28/1972,502.9,-154.39,Lower,,,,,,
7/29/1972,502.4,-153.89,Lower,,,,,,
7/30/1972,502.9,-154.39,Lower,,,,,,
7/31/1972,503.2,-154.69,Lower,,,,,,
8/1/1972,503.4,-154.89,Lower,,,,,,
8/2/1972,503.6,-155.09,Lower,,,,,,
8/3/1972,503.7,-155.19,Lower,,,,,,
8/4/1972,503.9,-155.39,Lower,,,,,,
8/5/1972,503.8,-155.29,Lower,,,,,,
8/6/1972,503.5,-154.99,Lower,,,,,,
8/7/1972,503.4,-154.89,Lower,,,,,,
8/8/1972,503.3,-154.79,Lower,,,,,,
8/10/1972,503.2,-154.69,Lower,,,,,,
8/15/1972,503.3,-154.79,Lower,,,,,,
8/18/1972,503.2,-154.69,Lower,,,,,,
8/21/1972,503.2,-154.69,Lower,,,,,,
8/22/1972,503,-154.49,Lower,,,,,,
8/23/1972,502.6,-154.09,Lower,,,,,,
8/24/1972,502.5,-153.99,Lower,,,,,,
8/25/1972,501.7,-153.19,Lower,,,,,,
8/26/1972,501.5,-152.99,Lower,,,,,,
8/27/1972,501.1,-152.59,Lower,,,,,,
8/28/1972,500.7,-152.19,Lower,,,,,,
8/29/1972,499.3,-150.79,Lower,,,,,,
8/30/1972,497.7,-149.19,Lower,,,,,,
8/31/1972,496.5,-147.99,Lower,,,,,,
9/1/1972,495.6,-147.09,Lower,,,,,,
9/2/1972,495.2,-146.69,Lower,,,,,,
9/3/1972,494.5,-145.99,Lower,,,,,,
9/4/1972,493.9,-145.39,Lower,,,,,,
9/5/1972,493.4,-144.89,Lower,,,,,,
9/6/1972,492.6,-144.09,Lower,,,,,,
9/7/1972,491.9,-143.39,Lower,,,,,,
9/8/1972,491.4,-142.89,Lower,,,,,,
9/9/1972,490.9,-142.39,Lower,,,,,,
9/10/1972,490.5,-141.99,Lower,,,,,,
9/11/1972,490,-141.49,Lower,,,,,,
9/12/1972,489.7,-141.19,Lower,,,,,,
9/13/1972,488.9,-140.39,Lower,,,,,,
9/14/1972,488.6,-140.09,Lower,,,,,,
9/15/1972,488,-139.49,Lower,,,,,,
9/16/1972,487.6,-139.09,Lower,,,,,,
9/17/1972,487.3,-138.79,Lower,,,,,,
9/18/1972,487.2,-138.69,Lower,,,,,,
9/19/1972,487,-138.49,Lower,,,,,,
9/20/1972,486.7,-138.19,Lower,,,,,,
9/21/1972,485.5,-136.99,Lower,,,,,,
9/22/1972,485.1,-136.59,Lower,,,,,,
9/23/1972,485,-136.49,Lower,,,,,,
9/24/1972,484.8,-136.29,Lower,,,,,,
9/25/1972,484.5,-135.99,Lower,,,,,,
9/26/1972,484.4,-135.89,Lower,,,,,,
9/27/1972,484.3,-135.79,Lower,,,,,,
9/28/1972,484.2,-135.69,Lower,,,,,,
9/29/1972,484.1,-135.59,Lower,,,,,,
9/30/1972,484,-135.49,Lower,,,,,,
10/1/1972,483.9,-135.39,Lower,,,,,,
10/2/1972,483.6,-135.09,Lower,,,,,,
10/3/1972,483.3,-134.79,Lower,,,,,,
10/4/1972,483.1,-134.59,Lower,,,,,,
10/5/1972,482.9,-134.39,Lower,,,,,,
10/6/1972,482.6,-134.09,Lower,,,,,,
10/7/1972,482.4,-133.89,Lower,,,,,,
10/8/1972,482.5,-133.99,Lower,,,,,,
10/9/1972,482.4,-133.89,Lower,,,,,,
10/10/1972,482.5,-133.99,Lower,,,,,,
10/11/1972,482.3,-133.79,Lower,,,,,,
10/12/1972,482.4,-133.89,Lower,,,,,,
10/13/1972,482.3,-133.79,Lower,,,,,,
10/14/1972,482.4,-133.89,Lower,,,,,,
10/16/1972,482.3,-133.79,Lower,,,,,,
10/17/1972,482.2,-133.69,Lower,,,,,,
10/18/1972,482,-133.49,Lower,,,,,,
10/19/1972,481.2,-132.69,Lower,,,,,,
10/20/1972,481.3,-132.79,Lower,,,,,,
10/21/1972,481,-132.49,Lower,,,,,,
10/22/1972,480.8,-132.29,Lower,,,,,,
10/23/1972,480.9,-132.39,Lower,,,,,,
10/25/1972,480,-131.49,Lower,,,,,,
10/26/1972,479.7,-131.19,Lower,,,,,,
10/27/1972,479.8,-131.29,Lower,,,,,,
10/28/1972,479.6,-131.09,Lower,,,,,,
10/29/1972,479.5,-130.99,Lower,,,,,,
10/30/1972,479.2,-130.69,Lower,,,,,,
10/31/1972,478.9,-130.39,Lower,,,,,,
11/1/1972,478.6,-130.09,Lower,,,,,,
11/2/1972,478.3,-129.79,Lower,,,,,,
11/3/1972,478,-129.49,Lower,,,,,,
11/4/1972,477.9,-129.39,Lower,,,,,,
11/5/1972,477.7,-129.19,Lower,,,,,,
11/6/1972,477.6,-129.09,Lower,,,,,,
11/7/1972,477.2,-128.69,Lower,,,,,,
11/8/1972,477.1,-128.59,Lower,,,,,,
11/9/1972,476.9,-128.39,Lower,,,,,,
11/11/1972,476.8,-128.29,Lower,,,,,,
11/14/1972,476.6,-128.09,Lower,,,,,,
11/15/1972,476.4,-127.89,Lower,,,,,,
11/16/1972,474.7,-126.19,Lower,,,,,,
11/17/1972,474.6,-126.09,Lower,,,,,,
11/18/1972,474.5,-125.99,Lower,,,,,,
11/20/1972,474.4,-125.89,Lower,,,,,,
11/21/1972,474.3,-125.79,Lower,,,,,,
11/22/1972,474.1,-125.59,Lower,,,,,,
11/23/1972,474,-125.49,Lower,,,,,,
11/24/1972,473.7,-125.19,Lower,,,,,,
11/25/1972,473.8,-125.29,Lower,,,,,,
11/26/1972,473.7,-125.19,Lower,,,,,,
11/27/1972,473.4,-124.89,Lower,,,,,,
11/28/1972,473.3,-124.79,Lower,,,,,,
11/30/1972,473.2,-124.69,Lower,,,,,,
12/1/1972,473.1,-124.59,Lower,,,,,,
12/2/1972,472.8,-124.29,Lower,,,,,,
12/3/1972,472.7,-124.19,Lower,,,,,,
12/4/1972,472.5,-123.99,Lower,,,,,,
12/5/1972,472.4,-123.89,Lower,,,,,,
12/6/1972,472.3,-123.79,Lower,,,,,,
12/7/1972,471.9,-123.39,Lower,,,,,,
12/9/1972,472,-123.49,Lower,,,,,,
12/10/1972,471.6,-123.09,Lower,,,,,,
12/11/1972,471.4,-122.89,Lower,,,,,,
12/12/1972,471.3,-122.79,Lower,,,,,,
12/13/1972,471.2,-122.69,Lower,,,,,,
12/14/1972,470.7,-122.19,Lower,,,,,,
12/15/1972,470.6,-122.09,Lower,,,,,,
12/16/1972,470.3,-121.79,Lower,,,,,,
12/17/1972,470.2,-121.69,Lower,,,,,,
12/18/1972,469.9,-121.39,Lower,,,,,,
12/19/1972,469.8,-121.29,Lower,,,,,,
12/20/1972,469.4,-120.89,Lower,,,,,,
12/24/1972,469.4,-120.89,Lower,,,,,,
12/25/1972,469.1,-120.59,Lower,,,,,,
12/26/1972,468.9,-120.39,Lower,,,,,,
12/27/1972,468.7,-120.19,Lower,,,,,,
12/28/1972,468.4,-119.89,Lower,,,,,,
12/31/1972,468.4,-119.89,Lower,,,,,,
1/1/1973,468.3,-119.79,Lower,,,,,,
1/5/1973,468.4,-119.89,Lower,,,,,,
1/6/1973,468.5,-119.99,Lower,,,,,,
1/7/1973,468.9,-120.39,Lower,,,,,,
1/8/1973,469,-120.49,Lower,,,,,,
1/9/1973,469.1,-120.59,Lower,,,,,,
1/10/1973,469.2,-120.69,Lower,,,,,,
1/11/1973,468.1,-119.59,Lower,,,,,,
1/12/1973,468.2,-119.69,Lower,,,,,,
1/13/1973,468.3,-119.79,Lower,,,,,,
1/15/1973,468.4,-119.89,Lower,,,,,,
1/16/1973,468.2,-119.69,Lower,,,,,,
1/18/1973,468.1,-119.59,Lower,,,,,,
1/19/1973,468.3,-119.79,Lower,,,,,,
1/21/1973,468.1,-119.59,Lower,,,,,,
1/22/1973,467.8,-119.29,Lower,,,,,,
1/23/1973,467.6,-119.09,Lower,,,,,,
1/24/1973,467.5,-118.99,Lower,,,,,,
1/26/1973,467.4,-118.89,Lower,,,,,,
1/27/1973,467.3,-118.79,Lower,,,,,,
1/28/1973,467.1,-118.59,Lower,,,,,,
1/29/1973,466.7,-118.19,Lower,,,,,,
1/31/1973,466.6,-118.09,Lower,,,,,,
2/1/1973,466.4,-117.89,Lower,,,,,,
2/3/1973,466.3,-117.79,Lower,,,,,,
2/4/1973,466.2,-117.69,Lower,,,,,,
2/5/1973,466,-117.49,Lower,,,,,,
2/6/1973,466.1,-117.59,Lower,,,,,,
2/7/1973,465.5,-116.99,Lower,,,,,,
2/8/1973,465.6,-117.09,Lower,,,,,,
2/11/1973,465.5,-116.99,Lower,,,,,,
2/13/1973,465.4,-116.89,Lower,,,,,,
2/15/1973,465.3,-116.79,Lower,,,,,,
2/16/1973,465.2,-116.69,Lower,,,,,,
2/17/1973,464.8,-116.29,Lower,,,,,,
2/18/1973,464.9,-116.39,Lower,,,,,,
2/20/1973,464.8,-116.29,Lower,,,,,,
2/21/1973,464.5,-115.99,Lower,,,,,,
2/22/1973,464.6,-116.09,Lower,,,,,,
2/23/1973,464.5,-115.99,Lower,,,,,,
2/24/1973,464.4,-115.89,Lower,,,,,,
2/26/1973,464.3,-115.79,Lower,,,,,,
2/27/1973,464.1,-115.59,Lower,,,,,,
2/28/1973,464,-115.49,Lower,,,,,,
3/1/1973,463.3,-114.79,Lower,,,,,,
3/2/1973,462.5,-113.99,Lower,,,,,,
3/3/1973,461.9,-113.39,Lower,,,,,,
3/4/1973,462.2,-113.69,Lower,,,,,,
3/5/1973,462.4,-113.89,Lower,,,,,,
3/6/1973,462.6,-114.09,Lower,,,,,,
3/8/1973,462.7,-114.19,Lower,,,,,,
3/9/1973,462.6,-114.09,Lower,,,,,,
3/10/1973,462.4,-113.89,Lower,,,,,,
3/11/1973,462.2,-113.69,Lower,,,,,,
3/12/1973,462.1,-113.59,Lower,,,,,,
3/13/1973,462,-113.49,Lower,,,,,,
3/14/1973,461.8,-113.29,Lower,,,,,,
3/15/1973,461.6,-113.09,Lower,,,,,,
3/16/1973,461.4,-112.89,Lower,,,,,,
3/17/1973,461.4,-112.89,Lower,,,,,,
3/18/1973,461.2,-112.69,Lower,,,,,,
3/19/1973,460.9,-112.39,Lower,,,,,,
3/20/1973,461,-112.49,Lower,,,,,,
3/21/1973,461.1,-112.59,Lower,,,,,,
3/22/1973,460.9,-112.39,Lower,,,,,,
3/23/1973,460.7,-112.19,Lower,,,,,,
3/24/1973,460.6,-112.09,Lower,,,,,,
3/25/1973,460.7,-112.19,Lower,,,,,,
3/27/1973,460.5,-111.99,Lower,,,,,,
3/28/1973,460.4,-111.89,Lower,,,,,,
3/29/1973,460.1,-111.59,Lower,,,,,,
3/30/1973,460,-111.49,Lower,,,,,,
3/31/1973,459.8,-111.29,Lower,,,,,,
4/1/1973,459.9,-111.39,Lower,,,,,,
4/2/1973,459.8,-111.29,Lower,,,,,,
4/3/1973,459.7,-111.19,Lower,,,,,,
4/4/1973,459.6,-111.09,Lower,,,,,,
4/5/1973,458.6,-110.09,Lower,,,,,,
4/6/1973,458.7,-110.19,Lower,,,,,,
4/7/1973,458.6,-110.09,Lower,,,,,,
4/8/1973,458.4,-109.89,Lower,,,,,,
4/9/1973,458.5,-109.99,Lower,,,,,,
4/11/1973,458.4,-109.89,Lower,,,,,,
4/12/1973,458.6,-110.09,Lower,,,,,,
4/13/1973,459.2,-110.69,Lower,,,,,,
4/14/1973,460.3,-111.79,Lower,,,,,,
4/15/1973,460.5,-111.99,Lower,,,,,,
4/16/1973,460.4,-111.89,Lower,,,,,,
4/17/1973,460.3,-111.79,Lower,,,,,,
4/18/1973,460.4,-111.89,Lower,,,,,,
4/19/1973,460.6,-112.09,Lower,,,,,,
4/20/1973,460.7,-112.19,Lower,,,,,,
4/21/1973,461,-112.49,Lower,,,,,,
4/22/1973,460.9,-112.39,Lower,,,,,,
4/23/1973,461.1,-112.59,Lower,,,,,,
4/24/1973,461.2,-112.69,Lower,,,,,,
4/25/1973,461.3,-112.79,Lower,,,,,,
4/26/1973,461.4,-112.89,Lower,,,,,,
4/27/1973,461.5,-112.99,Lower,,,,,,
4/28/1973,461.7,-113.19,Lower,,,,,,
4/29/1973,462.3,-113.79,Lower,,,,,,
4/30/1973,462.4,-113.89,Lower,,,,,,
5/1/1973,462.3,-113.79,Lower,,,,,,
5/2/1973,464,-115.49,Lower,,,,,,
5/3/1973,463.9,-115.39,Lower,,,,,,
5/5/1973,463.8,-115.29,Lower,,,,,,
5/6/1973,463.9,-115.39,Lower,,,,,,
5/7/1973,464,-115.49,Lower,,,,,,
5/10/1973,464.1,-115.59,Lower,,,,,,
5/14/1973,464.2,-115.69,Lower,,,,,,
5/17/1973,464.1,-115.59,Lower,,,,,,
5/18/1973,464,-115.49,Lower,,,,,,
5/19/1973,463.9,-115.39,Lower,,,,,,
5/21/1973,463.8,-115.29,Lower,,,,,,
5/22/1973,463.7,-115.19,Lower,,,,,,
5/23/1973,463.6,-115.09,Lower,,,,,,
5/24/1973,463.2,-114.69,Lower,,,,,,
5/25/1973,463.5,-114.99,Lower,,,,,,
5/26/1973,463.9,-115.39,Lower,,,,,,
5/29/1973,463.8,-115.29,Lower,,,,,,
5/30/1973,464,-115.49,Lower,,,,,,
5/31/1973,464.1,-115.59,Lower,,,,,,
6/1/1973,464.2,-115.69,Lower,,,,,,
6/6/1973,464.1,-115.59,Lower,,,,,,
6/7/1973,464.2,-115.69,Lower,,,,,,
6/9/1973,464.1,-115.59,Lower,,,,,,
6/11/1973,464.2,-115.69,Lower,,,,,,
6/12/1973,464.3,-115.79,Lower,,,,,,
6/13/1973,464.4,-115.89,Lower,,,,,,
6/14/1973,464.5,-115.99,Lower,,,,,,
6/15/1973,464.8,-116.29,Lower,,,,,,
6/16/1973,464.7,-116.19,Lower,,,,,,
6/17/1973,464.6,-116.09,Lower,,,,,,
6/19/1973,464.5,-115.99,Lower,,,,,,
6/20/1973,464.3,-115.79,Lower,,,,,,
6/21/1973,464.1,-115.59,Lower,,,,,,
6/22/1973,463.7,-115.19,Lower,,,,,,
6/23/1973,463.9,-115.39,Lower,,,,,,
6/24/1973,463.8,-115.29,Lower,,,,,,
6/26/1973,463.7,-115.19,Lower,,,,,,
6/27/1973,464.1,-115.59,Lower,,,,,,
6/29/1973,464.2,-115.69,Lower,,,,,,
6/30/1973,464.5,-115.99,Lower,,,,,,
7/1/1973,464.7,-116.19,Lower,,,,,,
7/2/1973,464.8,-116.29,Lower,,,,,,
7/3/1973,464.9,-116.39,Lower,,,,,,
7/4/1973,465,-116.49,Lower,,,,,,
7/5/1973,465.1,-116.59,Lower,,,,,,
7/6/1973,465.6,-117.09,Lower,,,,,,
7/7/1973,465.7,-117.19,Lower,,,,,,
7/8/1973,465.8,-117.29,Lower,,,,,,
7/9/1973,465.9,-117.39,Lower,,,,,,
7/10/1973,466.1,-117.59,Lower,,,,,,
7/11/1973,466.5,-117.99,Lower,,,,,,
7/12/1973,465.9,-117.39,Lower,,,,,,
7/13/1973,466.3,-117.79,Lower,,,,,,
7/14/1973,466,-117.49,Lower,,,,,,
7/15/1973,466.2,-117.69,Lower,,,,,,
7/16/1973,466.5,-117.99,Lower,,,,,,
7/17/1973,466.6,-118.09,Lower,,,,,,
7/18/1973,466.7,-118.19,Lower,,,,,,
7/20/1973,466.8,-118.29,Lower,,,,,,
7/21/1973,466.7,-118.19,Lower,,,,,,
7/22/1973,466,-117.49,Lower,,,,,,
7/23/1973,465.8,-117.29,Lower,,,,,,
7/25/1973,465.1,-116.59,Lower,,,,,,
7/26/1973,465.2,-116.69,Lower,,,,,,
7/27/1973,465.5,-116.99,Lower,,,,,,
7/28/1973,465.8,-117.29,Lower,,,,,,
7/29/1973,465.7,-117.19,Lower,,,,,,
7/30/1973,466.1,-117.59,Lower,,,,,,
7/31/1973,466.3,-117.79,Lower,,,,,,
8/1/1973,466.4,-117.89,Lower,,,,,,
8/2/1973,466.6,-118.09,Lower,,,,,,
8/3/1973,466.7,-118.19,Lower,,,,,,
8/4/1973,466.8,-118.29,Lower,,,,,,
8/5/1973,466.9,-118.39,Lower,,,,,,
8/6/1973,467,-118.49,Lower,,,,,,
8/7/1973,467.1,-118.59,Lower,,,,,,
8/8/1973,467.2,-118.69,Lower,,,,,,
8/9/1973,467.3,-118.79,Lower,,,,,,
8/11/1973,467.4,-118.89,Lower,,,,,,
8/12/1973,467.6,-119.09,Lower,,,,,,
8/13/1973,467.8,-119.29,Lower,,,,,,
8/14/1973,467.9,-119.39,Lower,,,,,,
8/15/1973,468,-119.49,Lower,,,,,,
8/16/1973,468.1,-119.59,Lower,,,,,,
8/20/1973,468.2,-119.69,Lower,,,,,,
8/22/1973,469.5,-120.99,Lower,,,,,,
8/28/1973,469.4,-120.89,Lower,,,,,,
8/29/1973,469.2,-120.69,Lower,,,,,,
8/30/1973,468.8,-120.29,Lower,,,,,,
8/31/1973,468.6,-120.09,Lower,,,,,,
9/1/1973,468.5,-119.99,Lower,,,,,,
9/2/1973,468.4,-119.89,Lower,,,,,,
9/3/1973,467.9,-119.39,Lower,,,,,,
9/4/1973,467.6,-119.09,Lower,,,,,,
9/5/1973,467.4,-118.89,Lower,,,,,,
9/6/1973,466.9,-118.39,Lower,,,,,,
9/7/1973,466.5,-117.99,Lower,,,,,,
9/8/1973,466.2,-117.69,Lower,,,,,,
9/9/1973,465.6,-117.09,Lower,,,,,,
9/11/1973,465.5,-116.99,Lower,,,,,,
9/12/1973,465.2,-116.69,Lower,,,,,,
9/13/1973,464.9,-116.39,Lower,,,,,,
9/14/1973,464.8,-116.29,Lower,,,,,,
9/15/1973,464.6,-116.09,Lower,,,,,,
9/16/1973,464.4,-115.89,Lower,,,,,,
9/17/1973,464,-115.49,Lower,,,,,,
9/18/1973,462.9,-114.39,Lower,,,,,,
9/19/1973,462.5,-113.99,Lower,,,,,,
9/21/1973,462.4,-113.89,Lower,,,,,,
9/22/1973,462,-113.49,Lower,,,,,,
9/23/1973,461.7,-113.19,Lower,,,,,,
9/24/1973,461.3,-112.79,Lower,,,,,,
9/25/1973,461,-112.49,Lower,,,,,,
9/26/1973,460.6,-112.09,Lower,,,,,,
9/27/1973,460,-111.49,Lower,,,,,,
9/28/1973,459.8,-111.29,Lower,,,,,,
9/29/1973,459.5,-110.99,Lower,,,,,,
9/30/1973,459.3,-110.79,Lower,,,,,,
10/1/1973,459,-110.49,Lower,,,,,,
10/2/1973,458.9,-110.39,Lower,,,,,,
10/3/1973,458.7,-110.19,Lower,,,,,,
10/4/1973,458.1,-109.59,Lower,,,,,,
10/5/1973,457.9,-109.39,Lower,,,,,,
10/9/1973,457.7,-109.19,Lower,,,,,,
10/10/1973,457.3,-108.79,Lower,,,,,,
10/11/1973,456.9,-108.39,Lower,,,,,,
10/12/1973,456.8,-108.29,Lower,,,,,,
10/13/1973,456.6,-108.09,Lower,,,,,,
10/14/1973,456.3,-107.79,Lower,,,,,,
10/15/1973,456,-107.49,Lower,,,,,,
10/16/1973,456.1,-107.59,Lower,,,,,,
10/17/1973,456.1,-107.59,Lower,,,,,,
10/19/1973,455.9,-107.39,Lower,,,,,,
10/21/1973,455.8,-107.29,Lower,,,,,,
10/22/1973,455.6,-107.09,Lower,,,,,,
10/23/1973,455.5,-106.99,Lower,,,,,,
10/25/1973,455.4,-106.89,Lower,,,,,,
10/26/1973,455.1,-106.59,Lower,,,,,,
10/27/1973,454.9,-106.39,Lower,,,,,,
10/28/1973,454.8,-106.29,Lower,,,,,,
10/29/1973,454.7,-106.19,Lower,,,,,,
10/30/1973,454.6,-106.09,Lower,,,,,,
10/31/1973,454.1,-105.59,Lower,,,,,,
11/1/1973,454,-105.49,Lower,,,,,,
11/2/1973,453.9,-105.39,Lower,,,,,,
11/3/1973,453.8,-105.29,Lower,,,,,,
11/4/1973,453.7,-105.19,Lower,,,,,,
11/5/1973,453.5,-104.99,Lower,,,,,,
11/6/1973,453.2,-104.69,Lower,,,,,,
11/7/1973,453,-104.49,Lower,,,,,,
11/10/1973,452.9,-104.39,Lower,,,,,,
11/12/1973,452.8,-104.29,Lower,,,,,,
11/13/1973,452.6,-104.09,Lower,,,,,,
11/14/1973,452.5,-103.99,Lower,,,,,,
11/15/1973,451.6,-103.09,Lower,,,,,,
11/16/1973,451.5,-102.99,Lower,,,,,,
11/17/1973,451.4,-102.89,Lower,,,,,,
11/18/1973,451.3,-102.79,Lower,,,,,,
11/19/1973,451.2,-102.69,Lower,,,,,,
11/20/1973,451.1,-102.59,Lower,,,,,,
11/21/1973,451,-102.49,Lower,,,,,,
11/23/1973,450.9,-102.39,Lower,,,,,,
11/24/1973,450.8,-102.29,Lower,,,,,,
11/25/1973,450.7,-102.19,Lower,,,,,,
11/26/1973,450.3,-101.79,Lower,,,,,,
11/27/1973,450.2,-101.69,Lower,,,,,,
11/28/1973,450.1,-101.59,Lower,,,,,,
11/29/1973,450,-101.49,Lower,,,,,,
11/30/1973,449.9,-101.39,Lower,,,,,,
12/1/1973,450,-101.49,Lower,,,,,,
12/2/1973,449.9,-101.39,Lower,,,,,,
12/4/1973,449.8,-101.29,Lower,,,,,,
12/5/1973,449.5,-100.99,Lower,,,,,,
12/6/1973,449.8,-101.29,Lower,,,,,,
12/8/1973,449.7,-101.19,Lower,,,,,,
12/10/1973,449.6,-101.09,Lower,,,,,,
12/11/1973,449.4,-100.89,Lower,,,,,,
12/12/1973,448.6,-100.09,Lower,,,,,,
12/14/1973,448.4,-99.89,Lower,,,,,,
12/16/1973,448.5,-99.99,Lower,,,,,,
12/18/1973,448.4,-99.89,Lower,,,,,,
12/24/1973,448.5,-99.99,Lower,,,,,,
