Aquifer,Top,Bot,Thick_ft,Description
Upper,0,40,40,topsoil
Upper,40,200,160,sand
Upper,200,250,50,sand
Upper,250,270,20,sand
Lower,270,320,50,sand
Lower,320,350,30,clay
Lower,350,375,25,sand
Lower,375,400,25,sand
Lower,400,425,25,sand
Lower,425,450,25,clay
Lower,450,525,75,sand
Lower,525,550,25,sand
Lower,550,575,25,clay
Lower,575,650,75,clay
Lower,650,682,32,sand
Lower,682,761,79,sand
Lower,761,775,14,sand
Lower,775,800,25,clay
Lower,800,857,57,sand
Lower,857,900,43,clay
Lower,900,910,10,clay
Lower,910,981,71,sand
Lower,981,1025,44,clay
Lower,1025,1072,47,clay
Lower,1072,1100,28,clay
Lower,1100,1125,25,sand
Lower,1125,1150,25,clay
Lower,1150,1182,32,sand
Lower,1182,1200,18,sand
