datetime,Mean CH - layer 3 (Lower Semi-Confined Aquifer)
5/1/1990,68.04679129
6/1/1990,68.04353095
7/1/1990,68.04095473
8/1/1990,68.03826054
9/1/1990,68.0358827
10/1/1990,68.03346317
11/1/1990,68.03112276
12/1/1990,68.02913158
1/1/1991,68.02745151
2/1/1991,68.02610711
3/1/1991,68.02504556
4/1/1991,68.02392306
5/1/1991,68.02785462
6/1/1991,68.02701469
7/1/1991,68.02625216
8/1/1991,68.02550557
9/1/1991,68.02480261
10/1/1991,68.02711457
11/1/1991,68.02674561
12/1/1991,68.02640707
1/1/1992,68.02607381
2/1/1992,68.0257546
3/1/1992,68.02546643
4/1/1992,68.02516799
5/1/1992,68.03309458
6/1/1992,68.03174198
7/1/1992,68.04080771
8/1/1992,68.0242027
9/1/1992,68.02034662
10/1/1992,68.01968525
11/1/1992,68.01703647
12/1/1992,67.92732797
1/1/1993,67.41165861
2/1/1993,66.32940666
3/1/1993,65.36190218
4/1/1993,64.19397033
5/1/1993,63.6586556
6/1/1993,63.02099865
7/1/1993,62.29865514
8/1/1993,61.5821675
9/1/1993,60.85488183
10/1/1993,60.40081247
11/1/1993,59.99703319
12/1/1993,59.46704111
1/1/1994,59.23443655
2/1/1994,59.02397822
3/1/1994,58.8899284
4/1/1994,58.74447171
5/1/1994,58.61926705
6/1/1994,58.53498673
7/1/1994,58.37216074
8/1/1994,58.0728983
9/1/1994,57.33063993
10/1/1994,56.00645983
11/1/1994,54.99233222
12/1/1994,54.24189978
1/1/1995,53.9900947
2/1/1995,53.81052751
3/1/1995,53.67824434
4/1/1995,53.56329896
5/1/1995,53.46983797
6/1/1995,53.3566652
7/1/1995,53.26820957
8/1/1995,53.1749283
9/1/1995,53.09246655
10/1/1995,52.97910836
11/1/1995,52.89322521
12/1/1995,52.81731171
1/1/1996,52.73642376
2/1/1996,52.6533226
3/1/1996,52.58246406
4/1/1996,52.49457803
5/1/1996,52.4327325
6/1/1996,52.36337545
7/1/1996,52.29818155
8/1/1996,52.20900171
9/1/1996,52.14564462
10/1/1996,52.08575639
11/1/1996,52.02501538
12/1/1996,51.96756983
1/1/1997,51.90978946
2/1/1997,51.86041056
3/1/1997,51.77694751
4/1/1997,51.720478
5/1/1997,51.68512068
6/1/1997,51.63941709
7/1/1997,51.60385073
8/1/1997,51.51795299
9/1/1997,51.46284371
10/1/1997,51.40060369
11/1/1997,51.34607811
12/1/1997,51.30813169
1/1/1998,51.27678982
2/1/1998,51.24057747
3/1/1998,51.21367695
4/1/1998,51.18043237
5/1/1998,51.1397419
6/1/1998,51.1025553
7/1/1998,51.07490461
8/1/1998,51.04771773
9/1/1998,51.02184941
10/1/1998,50.98835451
11/1/1998,50.96499393
12/1/1998,50.94342758
1/1/1999,50.91612927
2/1/1999,50.89590049
3/1/1999,50.87232217
4/1/1999,50.86765995
5/1/1999,50.85047925
6/1/1999,50.84708673
7/1/1999,50.82675083
8/1/1999,50.81099177
9/1/1999,50.79580029
10/1/1999,50.78162372
11/1/1999,50.76751918
12/1/1999,50.75437108
1/1/2000,50.75450382
2/1/2000,50.74162158
3/1/2000,50.7300155
4/1/2000,50.71815665
5/1/2000,50.70721013
6/1/2000,50.69646925
7/1/2000,50.67762166
8/1/2000,50.66830663
9/1/2000,50.65970754
10/1/2000,50.65204528
11/1/2000,50.64481537
12/1/2000,50.6351519
1/1/2001,50.62917558
2/1/2001,50.62377424
3/1/2001,50.61496652
4/1/2001,50.6105199
5/1/2001,50.6066422
6/1/2001,50.60304338
7/1/2001,50.59992026
8/1/2001,50.59706267
9/1/2001,50.5945321
10/1/2001,50.5923511
11/1/2001,50.59034243
12/1/2001,50.58860566
1/1/2002,50.58701484
2/1/2002,50.59432646
3/1/2002,50.59318633
4/1/2002,50.59206885
5/1/2002,50.5911107
6/1/2002,50.5902294
7/1/2002,50.60162557
8/1/2002,50.60083009
9/1/2002,50.60011197
10/1/2002,50.59948537
11/1/2002,50.59889975
12/1/2002,50.5983859
1/1/2003,50.59791061
2/1/2003,50.59749148
3/1/2003,50.59715355
4/1/2003,50.59682368
5/1/2003,50.59654466
6/1/2003,50.59629896
7/1/2003,50.59609638
8/1/2003,50.59591934
9/1/2003,50.59577186
10/1/2003,50.60280643
11/1/2003,50.5199483
12/1/2003,50.01380386
1/1/2004,49.81373421
2/1/2004,49.74288335
3/1/2004,49.70608501
4/1/2004,49.59370939
5/1/2004,49.48637434
6/1/2004,48.50726098
7/1/2004,47.17248996
8/1/2004,46.14593559
9/1/2004,45.26465554
10/1/2004,44.23528131
11/1/2004,43.06166779
12/1/2004,41.92988342
1/1/2005,40.72839646
2/1/2005,39.58936395
3/1/2005,38.47558792
4/1/2005,37.31640498
5/1/2005,36.54963121
6/1/2005,36.12943125
7/1/2005,35.84416314
8/1/2005,35.59269377
9/1/2005,35.38195759
10/1/2005,35.22869037
11/1/2005,35.03672501
12/1/2005,34.86824412
1/1/2006,34.72810862
2/1/2006,34.5982526
3/1/2006,34.49414228
4/1/2006,34.38624721
5/1/2006,34.2932587
6/1/2006,34.19164829
7/1/2006,34.10568979
8/1/2006,34.02731682
9/1/2006,33.9526029
10/1/2006,33.89023117
11/1/2006,33.82689326
12/1/2006,33.75354208
1/1/2007,33.68661465
2/1/2007,33.58997316
3/1/2007,33.50965226
4/1/2007,33.39950156
5/1/2007,33.27852011
6/1/2007,33.17126554
7/1/2007,33.03961302
8/1/2007,32.9247377
9/1/2007,32.78050128
10/1/2007,32.65672555
11/1/2007,32.55261122
12/1/2007,32.43240513
1/1/2008,32.31804745
2/1/2008,32.18802082
3/1/2008,32.06905372
4/1/2008,31.95810771
5/1/2008,31.86509113
6/1/2008,31.76324651
7/1/2008,31.62224649
8/1/2008,31.52218507
9/1/2008,31.38749263
10/1/2008,31.24843067
11/1/2008,31.09171274
12/1/2008,30.93914898
1/1/2009,30.76125597
2/1/2009,30.54736473
3/1/2009,30.3334525
4/1/2009,30.12721736
5/1/2009,29.94955648
6/1/2009,29.78194185
7/1/2009,29.62754766
8/1/2009,29.50045774
9/1/2009,29.37134259
10/1/2009,29.2538529
11/1/2009,29.14606431
12/1/2009,29.03917356
1/1/2010,28.91982893
2/1/2010,28.79634042
3/1/2010,28.65787905
4/1/2010,28.42784417
5/1/2010,28.19130641
6/1/2010,27.9762055
7/1/2010,27.72903533
8/1/2010,27.51254884
9/1/2010,27.34279991
10/1/2010,27.21179261
11/1/2010,27.07535679
12/1/2010,26.9712387
1/1/2011,26.86510893
2/1/2011,26.75647134
3/1/2011,26.66126473
4/1/2011,26.55984477
5/1/2011,26.48227722
6/1/2011,26.31337392
7/1/2011,26.0403456
8/1/2011,25.68550291
9/1/2011,25.26525448
10/1/2011,24.85322366
11/1/2011,24.35666139
12/1/2011,23.88202657
1/1/2012,23.61027583
2/1/2012,23.4879229
3/1/2012,23.37578521
4/1/2012,23.29789944
5/1/2012,23.21183392
6/1/2012,23.11783065
7/1/2012,22.97115395
8/1/2012,22.65699184
9/1/2012,22.22353268
10/1/2012,21.65025439
11/1/2012,20.9525059
12/1/2012,20.27123642
1/1/2013,19.79586778
2/1/2013,19.56441231
3/1/2013,19.46003202
4/1/2013,19.32823794
5/1/2013,19.20437632
6/1/2013,19.04991066
7/1/2013,18.82223197
8/1/2013,18.38862027
9/1/2013,17.78827448
10/1/2013,17.02608177
11/1/2013,16.14046364
12/1/2013,15.17420618
1/1/2014,14.46312115
2/1/2014,14.03140462
3/1/2014,13.7886173
4/1/2014,13.57233896
5/1/2014,13.36906339
6/1/2014,13.1489804
7/1/2014,12.90344371
8/1/2014,12.62888644
9/1/2014,12.28967279
10/1/2014,11.89356267
11/1/2014,11.42645774
12/1/2014,10.98196096
1/1/2015,10.51562186
2/1/2015,10.01604464
3/1/2015,9.517927479
4/1/2015,8.976346268
5/1/2015,8.462631023
6/1/2015,7.895323098
7/1/2015,7.335341624
8/1/2015,6.789363281
9/1/2015,6.200690809
10/1/2015,5.684073572
11/1/2015,5.119243473
12/1/2015,4.547114445
1/1/2016,4.004129507
2/1/2016,3.47426187
3/1/2016,3.002068196
4/1/2016,2.550560613
5/1/2016,2.107288263
6/1/2016,1.670154332
7/1/2016,1.307268628
8/1/2016,0.966788715
9/1/2016,0.589994815
10/1/2016,0.216040189
11/1/2016,-0.124658615
12/1/2016,-0.467868084
1/1/2017,-0.859301494
2/1/2017,-1.232098925
3/1/2017,-1.557572835
4/1/2017,-1.940490484
5/1/2017,-2.178917705
6/1/2017,-2.379546551
7/1/2017,-2.514444424
8/1/2017,-2.590311442
9/1/2017,-2.642139235
10/1/2017,-2.658213568
11/1/2017,-2.669009165
12/1/2017,-2.674202174
1/1/2018,-2.676371303
2/1/2018,-2.67804894
3/1/2018,-2.679428538
4/1/2018,-2.680783414
5/1/2018,-2.681944724
6/1/2018,-2.683017958
7/1/2018,-2.684060612
8/1/2018,-2.685312691
9/1/2018,-2.687381818
10/1/2018,-2.691131272
11/1/2018,-2.689377503
12/1/2018,-2.712521028
1/1/2019,-2.786369238
2/1/2019,-2.84009113
3/1/2019,-2.895149165
4/1/2019,-2.939389897
5/1/2019,-3.034753283
6/1/2019,-3.150883215
7/1/2019,-3.290773343
8/1/2019,-3.458282346
9/1/2019,-3.612550794
10/1/2019,-3.84779782
11/1/2019,-4.458101258
12/1/2019,-5.348461299
1/1/2020,-6.131549316
2/1/2020,-6.573435422
3/1/2020,-6.854348542
4/1/2020,-7.072944591
5/1/2020,-7.269361689
6/1/2020,-7.473648665
7/1/2020,-7.702394297
8/1/2020,-8.024353986
9/1/2020,-8.452330075
10/1/2020,-8.93355545
11/1/2020,-9.534703219
12/1/2020,-10.16331481
1/1/2021,-10.70317256
2/1/2021,-11.08124032
3/1/2021,-11.31975344
4/1/2021,-11.53353527
5/1/2021,-11.73217393
6/1/2021,-11.9505893
7/1/2021,-12.29151689
8/1/2021,-12.88433411
9/1/2021,-13.65520714
10/1/2021,-14.5156927
11/1/2021,-15.49244143
12/1/2021,-16.44084883
1/1/2022,-17.15029159
2/1/2022,-17.58261831
3/1/2022,-17.89107153
4/1/2022,-18.15620384
5/1/2022,-18.39662464
6/1/2022,-18.67711864
7/1/2022,-19.00539164
8/1/2022,-19.54484103
9/1/2022,-20.22776474
10/1/2022,-21.02337426
11/1/2022,-22.0084545
12/1/2022,-22.98309556
1/1/2023,-23.83511573
2/1/2023,-24.36349498
3/1/2023,-24.72450226
4/1/2023,-25.00824147
5/1/2023,-25.27193348
6/1/2023,-25.51901486
7/1/2023,-25.77465334
8/1/2023,-26.02934439
9/1/2023,-26.24304331
10/1/2023,-26.41660547
11/1/2023,-26.65776394
12/1/2023,-26.85329353
1/1/2024,-27.03547983
2/1/2024,-27.22996161
3/1/2024,-27.38583009
4/1/2024,-27.55546745
5/1/2024,-27.72903859
6/1/2024,-27.82777783
7/1/2024,-27.98027429
8/1/2024,-28.12384311
9/1/2024,-28.27529763
10/1/2024,-28.43303443
11/1/2024,-28.57948194
12/1/2024,-28.72948301
1/1/2025,-28.8370942
2/1/2025,-28.97787347
3/1/2025,-29.10349138
4/1/2025,-29.24076063
5/1/2025,-29.37196946
6/1/2025,-29.52721137
7/1/2025,-29.66814454
8/1/2025,-29.79861996
9/1/2025,-29.91101379
10/1/2025,-30.04530916
11/1/2025,-30.16277302
12/1/2025,-30.28314719
1/1/2026,-30.40618586
2/1/2026,-30.52791542
3/1/2026,-30.6283254
4/1/2026,-30.7348111
5/1/2026,-30.84893032
6/1/2026,-30.91864196
7/1/2026,-31.02403062
8/1/2026,-31.15052569
9/1/2026,-31.26397441
10/1/2026,-31.37276781
11/1/2026,-31.45167394
12/1/2026,-31.55824895
1/1/2027,-31.66738818
2/1/2027,-31.77556174
3/1/2027,-31.84879324
4/1/2027,-31.96161719
5/1/2027,-32.06371401
6/1/2027,-32.16832896
7/1/2027,-32.26875632
8/1/2027,-32.42272028
9/1/2027,-32.55140252
10/1/2027,-32.64968115
11/1/2027,-32.76278436
12/1/2027,-32.85948192
1/1/2028,-32.95862559
2/1/2028,-33.05700532
3/1/2028,-33.13318269
4/1/2028,-33.23001403
5/1/2028,-33.33706074
6/1/2028,-33.43259046
7/1/2028,-33.53870894
8/1/2028,-33.63296695
9/1/2028,-33.72654049
10/1/2028,-33.81646352
11/1/2028,-33.90871879
12/1/2028,-34.00324427
1/1/2029,-34.10916383
2/1/2029,-34.19964169
3/1/2029,-34.29602744
4/1/2029,-34.38542757
5/1/2029,-34.47713611
6/1/2029,-34.56071937
7/1/2029,-34.62670411
8/1/2029,-34.71399135
9/1/2029,-34.81652265
10/1/2029,-34.88145221
11/1/2029,-34.96735025
12/1/2029,-35.04994534
1/1/2030,-35.13473209
2/1/2030,-35.21896366
3/1/2030,-35.29459547
4/1/2030,-35.39590805
5/1/2030,-35.47582849
6/1/2030,-35.55788131
7/1/2030,-35.63679477
8/1/2030,-35.69293207
9/1/2030,-35.77346358
10/1/2030,-35.85092166
11/1/2030,-35.93045934
12/1/2030,-36.02494212
1/1/2031,-36.10325844
2/1/2031,-36.18642043
3/1/2031,-36.27368754
4/1/2031,-36.3324396
5/1/2031,-36.4064987
6/1/2031,-36.43994124
7/1/2031,-36.51307281
8/1/2031,-36.58818691
9/1/2031,-36.64452383
10/1/2031,-36.71626711
11/1/2031,-36.80697535
12/1/2031,-36.88296609
1/1/2032,-36.95571266
2/1/2032,-37.02803293
3/1/2032,-37.13390333
4/1/2032,-37.20522051
5/1/2032,-37.27385024
6/1/2032,-37.34435888
7/1/2032,-37.41221409
8/1/2032,-37.48193079
9/1/2032,-37.55125117
10/1/2032,-37.60571484
11/1/2032,-37.66444929
12/1/2032,-37.71987924
1/1/2033,-37.78474048
2/1/2033,-37.87060254
3/1/2033,-37.93116361
4/1/2033,-37.99784292
5/1/2033,-38.07801941
6/1/2033,-38.14387636
7/1/2033,-38.22311557
8/1/2033,-38.28816397
9/1/2033,-38.36498293
10/1/2033,-38.42716849
11/1/2033,-38.49108132
12/1/2033,-38.56808118
1/1/2034,-38.63121962
2/1/2034,-38.72433684
3/1/2034,-38.78060149
4/1/2034,-38.84256581
5/1/2034,-38.90222628
6/1/2034,-38.95324614
7/1/2034,-39.01225753
8/1/2034,-39.07291878
9/1/2034,-39.14811322
10/1/2034,-39.24078851
11/1/2034,-39.30046875
12/1/2034,-39.3782057
1/1/2035,-39.45793154
2/1/2035,-39.51688183
3/1/2035,-39.62697835
4/1/2035,-39.69882282
5/1/2035,-39.78197224
6/1/2035,-39.83901113
7/1/2035,-39.89851381
8/1/2035,-39.93409858
9/1/2035,-39.96631666
10/1/2035,-40.02044945
11/1/2035,-40.07611457
12/1/2035,-40.13427785
1/1/2036,-40.17264484
2/1/2036,-40.22763508
3/1/2036,-40.28339332
4/1/2036,-40.35901529
5/1/2036,-40.41158087
6/1/2036,-40.46564067
7/1/2036,-40.51771701
8/1/2036,-40.58465283
9/1/2036,-40.6378617
10/1/2036,-40.69362565
11/1/2036,-40.74634706
12/1/2036,-40.79713855
1/1/2037,-40.84938029
2/1/2037,-40.90138116
3/1/2037,-40.94815461
4/1/2037,-40.99970219
5/1/2037,-41.03823575
6/1/2037,-41.0892289
7/1/2037,-41.11491965
8/1/2037,-41.14911198
9/1/2037,-41.20402039
10/1/2037,-41.25266111
11/1/2037,-41.30269787
12/1/2037,-41.35091108
1/1/2038,-41.39749464
2/1/2038,-41.44687296
3/1/2038,-41.49129448
4/1/2038,-41.54025878
5/1/2038,-41.58744226
6/1/2038,-41.6359852
7/1/2038,-41.68276395
8/1/2038,-41.73089183
9/1/2038,-41.77881107
10/1/2038,-41.80895606
11/1/2038,-41.85657193
12/1/2038,-41.90245983
1/1/2039,-41.94967389
2/1/2039,-41.99668601
3/1/2039,-42.03898491
4/1/2039,-42.08561668
5/1/2039,-42.13055898
6/1/2039,-42.176803
7/1/2039,-42.22137266
8/1/2039,-42.27149833
9/1/2039,-42.31716795
10/1/2039,-42.36118567
11/1/2039,-42.41942748
12/1/2039,-42.46301799
1/1/2040,-42.50787532
2/1/2040,-42.55254778
3/1/2040,-42.59417745
4/1/2040,-42.63849583
5/1/2040,-42.64665425
6/1/2040,-42.69063635
7/1/2040,-42.73018953
8/1/2040,-42.77382157
9/1/2040,-42.80619778
10/1/2040,-42.83242453
11/1/2040,-42.86352186
12/1/2040,-42.9051084
1/1/2041,-42.9479093
2/1/2041,-42.99053955
3/1/2041,-43.028906
4/1/2041,-43.07121484
5/1/2041,-43.1006735
6/1/2041,-43.14274968
7/1/2041,-43.18331356
8/1/2041,-43.22506511
9/1/2041,-43.26665324
10/1/2041,-43.3067478
11/1/2041,-43.34801758
12/1/2041,-43.36603441
1/1/2042,-43.41110385
2/1/2042,-43.45187763
3/1/2042,-43.48857781
4/1/2042,-43.52905462
5/1/2042,-43.56808103
6/1/2042,-43.60825488
7/1/2042,-43.64699004
8/1/2042,-43.68686497
9/1/2042,-43.72658949
10/1/2042,-43.76489262
11/1/2042,-43.80432402
12/1/2042,-43.84234525
1/1/2043,-43.88148728
2/1/2043,-43.92048373
3/1/2043,-43.95558828
4/1/2043,-43.9694708
5/1/2043,-44.0068013
6/1/2043,-44.04523446
7/1/2043,-44.08229595
8/1/2043,-44.12045294
9/1/2043,-44.15847098
10/1/2043,-44.19513334
11/1/2043,-44.23288062
12/1/2043,-44.27333111
1/1/2044,-44.31081093
2/1/2044,-44.34815613
3/1/2044,-44.38297486
4/1/2044,-44.42006197
5/1/2044,-44.455829
6/1/2044,-44.492657
7/1/2044,-44.52817475
8/1/2044,-44.56474674
9/1/2044,-44.60118983
10/1/2044,-44.63633737
11/1/2044,-44.67656234
12/1/2044,-44.71146825
1/1/2045,-44.76941366
2/1/2045,-44.80523072
3/1/2045,-44.83748014
4/1/2045,-44.87306121
5/1/2045,-44.90737946
6/1/2045,-44.9212487
7/1/2045,-44.95540215
8/1/2045,-44.99057341
9/1/2045,-45.02562477
10/1/2045,-45.05943379
11/1/2045,-45.09425126
12/1/2045,-45.12783528
1/1/2046,-45.16242168
2/1/2046,-45.19689165
3/1/2046,-45.2279314
4/1/2046,-45.26218183
5/1/2046,-45.29522029
6/1/2046,-45.32924633
7/1/2046,-45.3620689
8/1/2046,-45.3958732
9/1/2046,-45.42956583
10/1/2046,-45.4620676
11/1/2046,-45.49554239
12/1/2046,-45.52783454
1/1/2047,-45.56505994
2/1/2047,-45.59821106
3/1/2047,-45.62806606
4/1/2047,-45.66101262
5/1/2047,-45.6927966
6/1/2047,-45.72553414
7/1/2047,-45.75711697
8/1/2047,-45.78964788
9/1/2047,-45.82207471
10/1/2047,-45.8533586
11/1/2047,-45.88558241
12/1/2047,-45.91667091
1/1/2048,-45.94869398
2/1/2048,-45.9806159
3/1/2048,-46.01039028
4/1/2048,-46.04211803
5/1/2048,-46.07022804
6/1/2048,-46.10176062
7/1/2048,-46.13218391
8/1/2048,-46.14286948
9/1/2048,-46.17417431
10/1/2048,-46.20437867
11/1/2048,-46.23549361
12/1/2048,-46.26551521
1/1/2049,-46.27604802
2/1/2049,-46.30694729
3/1/2049,-46.3347794
4/1/2049,-46.36549975
5/1/2049,-46.39514178
6/1/2049,-46.41111266
7/1/2049,-46.44064944
8/1/2049,-46.47499125
9/1/2049,-46.50532892
10/1/2049,-46.53460266
11/1/2049,-46.56476163
12/1/2049,-46.59386334
1/1/2050,-46.62384547
2/1/2050,-46.65373848
3/1/2050,-46.68066628
4/1/2050,-46.71039096
5/1/2050,-46.73907459
6/1/2050,-46.76862705
7/1/2050,-46.79714489
8/1/2050,-46.826527
9/1/2050,-46.85582325
10/1/2050,-46.88409449
11/1/2050,-46.91322316
12/1/2050,-46.94133311
1/1/2051,-46.97029604
2/1/2051,-46.99917543
3/1/2051,-47.02519219
4/1/2051,-47.05391377
5/1/2051,-47.08163179
6/1/2051,-47.09566268
7/1/2051,-47.12317801
8/1/2051,-47.16130146
9/1/2051,-47.18956917
10/1/2051,-47.21685007
11/1/2051,-47.2449607
12/1/2051,-47.27209035
1/1/2052,-47.30004551
2/1/2052,-47.32792227
3/1/2052,-47.35393225
4/1/2052,-47.38165844
5/1/2052,-47.40841792
6/1/2052,-47.43599255
7/1/2052,-47.46260612
8/1/2052,-47.49003079
9/1/2052,-47.51737979
10/1/2052,-47.54377607
11/1/2052,-47.57097731
12/1/2052,-47.59723128
1/1/2053,-47.64597837
2/1/2053,-47.6729449
3/1/2053,-47.69724179
4/1/2053,-47.72406878
5/1/2053,-47.74996222
6/1/2053,-47.77664639
7/1/2053,-47.81589494
8/1/2053,-47.84243719
9/1/2053,-47.86890818
10/1/2053,-47.92379433
11/1/2053,-47.95012608
12/1/2053,-47.97554265
1/1/2054,-47.99933581
2/1/2054,-48.02546016
3/1/2054,-48.04899985
4/1/2054,-48.07499277
5/1/2054,-48.10008298
6/1/2054,-48.12594129
7/1/2054,-48.15090183
8/1/2054,-48.16133809
9/1/2054,-48.1968031
10/1/2054,-48.2215315
11/1/2054,-48.24701745
12/1/2054,-48.27161912
1/1/2055,-48.29697478
2/1/2055,-48.3222646
3/1/2055,-48.34505358
4/1/2055,-48.37021906
5/1/2055,-48.39451196
6/1/2055,-48.41955011
7/1/2055,-48.4437204
8/1/2055,-48.46863243
9/1/2055,-48.47207419
10/1/2055,-48.47731457
11/1/2055,-48.51490208
12/1/2055,-48.5389014
1/1/2056,-48.56363796
2/1/2056,-48.57432464
3/1/2056,-48.60125679
4/1/2056,-48.62586952
5/1/2056,-48.63387821
6/1/2056,-48.65833105
7/1/2056,-48.68193778
8/1/2056,-48.6903379
9/1/2056,-48.71456504
10/1/2056,-48.73795423
11/1/2056,-48.74591946
12/1/2056,-48.76915572
1/1/2057,-48.79310714
2/1/2057,-48.81699944
3/1/2057,-48.83853154
4/1/2057,-48.86231205
5/1/2057,-48.88527079
6/1/2057,-48.90893674
7/1/2057,-48.93178507
8/1/2057,-48.96495365
9/1/2057,-48.98844867
10/1/2057,-49.01113233
11/1/2057,-49.03451528
12/1/2057,-49.05709083
1/1/2058,-49.08036232
2/1/2058,-49.10357766
3/1/2058,-49.12450076
4/1/2058,-49.14761007
5/1/2058,-49.16992214
6/1/2058,-49.17635865
7/1/2058,-49.1985389
8/1/2058,-49.24253493
9/1/2058,-49.26532858
10/1/2058,-49.28733625
11/1/2058,-49.3100236
12/1/2058,-49.33192884
1/1/2059,-49.35451081
2/1/2059,-49.37703952
3/1/2059,-49.4104685
4/1/2059,-49.43291344
5/1/2059,-49.45458495
6/1/2059,-49.47692629
7/1/2059,-49.49849821
8/1/2059,-49.52073728
9/1/2059,-49.54292472
10/1/2059,-49.56434831
11/1/2059,-49.58643484
12/1/2059,-49.60776123
1/1/2060,-49.62974784
2/1/2060,-49.65168398
3/1/2060,-49.67216091
4/1/2060,-49.69399995
5/1/2060,-49.71508767
6/1/2060,-49.73682859
7/1/2060,-49.75782173
8/1/2060,-49.77946529
9/1/2060,-49.82181556
10/1/2060,-49.84264565
11/1/2060,-49.86412131
12/1/2060,-49.87785738
1/1/2061,-49.89923767
