Aquifer,Top,Bot,Thick_ft,Description
upper aquifer,0,4,4,sand
upper aquifer,4,6,2,sand
upper aquifer,6,8,2,clay
upper aquifer,8,14,6,sand
upper aquifer,14,17,3,sand
upper aquifer,17,20,3,clay
upper aquifer,20,26,6,clay
upper aquifer,26,32,6,sand
upper aquifer,32,63,31,clay
upper aquifer,63,67,4,sand
upper aquifer,67,74,7,clay
corcoran,74,95,21,clay
upper aquifer,95,97,2,sand
upper aquifer,97,99,2,clay
upper aquifer,99,104,5,sand
upper aquifer,104,110,6,clay
upper aquifer,110,126,16,sand
upper aquifer,126,142,16,clay
upper aquifer,142,143,1,sand
upper aquifer,143,145,2,clay
upper aquifer,145,158,13,sand
upper aquifer,158,171,13,clay
upper aquifer,171,184,13,sand
upper aquifer,184,198,14,clay
upper aquifer,198,199,1,sand
upper aquifer,199,201,2,clay
upper aquifer,201,239,38,sand
upper aquifer,239,278,39,clay
upper aquifer,278,282,4,sand
upper aquifer,282,286,4,clay
upper aquifer,286,298,12,sand
upper aquifer,298,311,13,clay
upper aquifer,311,313,2,sand
upper aquifer,313,316,3,clay
upper aquifer,316,334,18,sand
upper aquifer,334,352,18,clay
upper aquifer,352,354,2,sand
upper aquifer,354,356,2,clay
upper aquifer,356,364,8,sand
upper aquifer,364,372,8,clay
lower aquifer,372,380,8,clay
lower aquifer,380,384,4,sand
lower aquifer,384,388,4,clay
lower aquifer,388,389,1,sand
lower aquifer,389,391,2,clay
lower aquifer,391,392,1,sand
lower aquifer,392,394,2,clay
lower aquifer,394,401,7,sand
lower aquifer,401,408,7,clay
lower aquifer,408,419,11,clay
lower aquifer,419,424,5,clay
lower aquifer,424,439,15,sand
lower aquifer,439,447,8,clay
lower aquifer,447,454,7,sand
lower aquifer,454,467,13,clay
lower aquifer,467,470,3,clay
lower aquifer,470,481,11,sand
lower aquifer,481,489,8,sand
lower aquifer,489,594,105,clay
lower aquifer,594,603,9,sand
lower aquifer,603,633,30,clay
lower aquifer,633,634,1,sand
lower aquifer,634,636,2,clay
lower aquifer,636,829,193,clay
lower aquifer,829,831,2,sand
lower aquifer,831,834,3,clay
lower aquifer,834,887,53,clay
lower aquifer,887,899,12,sand
lower aquifer,899,979,80,clay
lower aquifer,979,982,3,sand
lower aquifer,982,987,5,clay
lower aquifer,987,997,10,clay
lower aquifer,997,1008,11,sand
lower aquifer,1008,1014,6,sand
lower aquifer,1014,1020,6,clay
lower aquifer,1020,1028,8,sand
lower aquifer,1028,1037,9,clay
lower aquifer,1037,1039,2,sand
lower aquifer,1039,1041,2,clay
lower aquifer,1041,1043,2,sand
lower aquifer,1043,1059,16,clay
lower aquifer,1059,1061,2,sand
lower aquifer,1061,1063,2,clay
lower aquifer,1063,1064,1,sand
lower aquifer,1064,1065,1,clay
lower aquifer,1065,1070,5,sand
lower aquifer,1070,1084,14,clay
lower aquifer,1084,1089,5,sand
lower aquifer,1089,1098,9,clay
lower aquifer,1098,1100,2,sand
lower aquifer,1100,1103,3,clay
lower aquifer,1103,1109,6,clay
lower aquifer,1109,1110,1,sand
lower aquifer,1110,1112,2,clay
lower aquifer,1112,1116,4,clay
lower aquifer,1116,1117,1,sand
lower aquifer,1117,1118,1,clay
lower aquifer,1118,1119,1,clay
lower aquifer,1119,1123,4,clay
lower aquifer,1123,1124,1,sand
lower aquifer,1124,1125,1,clay
lower aquifer,1125,1131,6,clay
lower aquifer,1131,1138,7,sand
lower aquifer,1138,1145,7,clay
lower aquifer,1145,1156,11,sand
lower aquifer,1156,1166,10,clay
lower aquifer,1166,1167,1,sand
lower aquifer,1167,1169,2,clay
lower aquifer,1169,1256,87,clay
lower aquifer,1256,1257,1,sand
lower aquifer,1257,1259,2,clay
lower aquifer,1259,1278,19,clay
lower aquifer,1278,1280,2,sand
lower aquifer,1280,1282,2,clay
lower aquifer,1282,1286,4,clay
lower aquifer,1286,1305,19,sand
lower aquifer,1305,1325,20,clay
lower aquifer,1325,1325,0,sand
lower aquifer,1325,1326,1,clay
lower aquifer,1326,1333,7,sand
lower aquifer,1333,1340,7,clay
lower aquifer,1340,1344,4,sand
lower aquifer,1344,1348,4,clay
lower aquifer,1348,1354,6,sand
lower aquifer,1354,1360,6,clay
