datetime,Mean CH - layer 2 (Principal Aquifer)
2/1/1913,129.4056806
3/1/1913,129.3771045
4/1/1913,129.3769919
5/1/1913,129.376622
6/1/1913,129.3750847
7/1/1913,129.3742904
8/1/1913,129.3718661
9/1/1913,129.3797877
10/1/1913,129.3766717
11/1/1913,129.3559925
12/1/1913,129.356705
1/1/1914,129.3621875
2/1/1914,129.3591517
3/1/1914,129.3563233
4/1/1914,129.3534248
5/1/1914,129.3598607
6/1/1914,129.3503821
7/1/1914,129.3131154
8/1/1914,129.2790249
9/1/1914,129.1644529
10/1/1914,128.9413185
11/1/1914,128.8494579
12/1/1914,128.7467321
1/1/1915,128.7336828
2/1/1915,128.7091231
3/1/1915,128.7019682
4/1/1915,128.7065561
5/1/1915,128.699061
6/1/1915,128.6939173
7/1/1915,128.701572
8/1/1915,128.7101469
9/1/1915,128.7064451
10/1/1915,128.7027522
11/1/1915,128.7081402
12/1/1915,128.6991891
1/1/1916,128.678276
2/1/1916,128.6866794
3/1/1916,128.6832706
4/1/1916,128.6920813
5/1/1916,128.6995487
6/1/1916,128.7066033
7/1/1916,128.7016146
8/1/1916,128.695914
9/1/1916,128.6971543
10/1/1916,128.6741061
11/1/1916,128.6802232
12/1/1916,128.6510235
1/1/1917,128.625843
2/1/1917,128.5237245
3/1/1917,128.4394646
4/1/1917,128.2874238
5/1/1917,128.1505191
6/1/1917,128.1266124
7/1/1917,128.1195574
8/1/1917,128.0922717
9/1/1917,128.0624269
10/1/1917,128.036953
11/1/1917,128.0377124
12/1/1917,128.027277
1/1/1918,128.0290065
2/1/1918,128.0171701
3/1/1918,128.0083623
4/1/1918,127.9980438
5/1/1918,127.9716151
6/1/1918,127.9435075
7/1/1918,127.9552621
8/1/1918,127.906547
9/1/1918,127.8993135
10/1/1918,127.8748241
11/1/1918,127.8719767
12/1/1918,127.8445943
1/1/1919,127.8293274
2/1/1919,127.8119117
3/1/1919,127.7939573
4/1/1919,127.7794213
5/1/1919,127.7785543
6/1/1919,127.7668686
7/1/1919,127.7684804
8/1/1919,127.7538396
9/1/1919,127.7716007
10/1/1919,127.7687398
11/1/1919,127.756877
12/1/1919,127.7459075
1/1/1920,127.7138295
2/1/1920,127.7020202
3/1/1920,127.6864339
4/1/1920,127.646979
5/1/1920,127.5618311
6/1/1920,127.532994
7/1/1920,127.287417
8/1/1920,127.122508
9/1/1920,127.0460246
10/1/1920,127.0178093
11/1/1920,127.0085742
12/1/1920,126.9902813
1/1/1921,126.9361531
2/1/1921,126.9173263
3/1/1921,126.8991384
4/1/1921,126.8701949
5/1/1921,126.8671983
6/1/1921,126.8879364
7/1/1921,126.8760882
8/1/1921,126.8556555
9/1/1921,126.8593179
10/1/1921,126.8412608
11/1/1921,126.8342629
12/1/1921,126.8162939
1/1/1922,126.7997833
2/1/1922,126.7944485
3/1/1922,126.7899982
4/1/1922,126.7854935
5/1/1922,126.770555
6/1/1922,126.7665966
7/1/1922,126.7741712
8/1/1922,126.7705978
9/1/1922,126.7672379
10/1/1922,126.7752079
11/1/1922,126.7610138
12/1/1922,126.7346826
1/1/1923,126.7420399
2/1/1923,126.7366144
3/1/1923,126.7310009
4/1/1923,126.726656
5/1/1923,126.7217774
6/1/1923,126.7248982
7/1/1923,126.6927959
8/1/1923,126.674292
9/1/1923,126.6674816
10/1/1923,126.6632215
11/1/1923,126.6486784
12/1/1923,126.6462821
1/1/1924,126.6437864
2/1/1924,126.6413619
3/1/1924,126.6391792
4/1/1924,126.6367068
5/1/1924,126.6296719
6/1/1924,126.6352332
7/1/1924,126.6274791
8/1/1924,126.6296868
9/1/1924,126.6260849
10/1/1924,126.6016419
11/1/1924,126.5422581
12/1/1924,126.5067257
1/1/1925,126.5289929
2/1/1925,126.5057707
3/1/1925,126.5081715
4/1/1925,126.4964943
5/1/1925,126.4854911
6/1/1925,126.4580808
7/1/1925,126.448194
8/1/1925,126.4264582
9/1/1925,126.4034887
10/1/1925,126.3924511
11/1/1925,126.3694608
12/1/1925,126.3574181
1/1/1926,126.3439102
2/1/1926,126.3327335
3/1/1926,126.295242
4/1/1926,126.3057995
5/1/1926,126.2923228
6/1/1926,126.2806385
7/1/1926,126.2691367
8/1/1926,126.2789845
9/1/1926,126.2670866
10/1/1926,126.2597885
11/1/1926,126.2572746
12/1/1926,126.22232
1/1/1927,126.1786525
2/1/1927,126.1526991
3/1/1927,126.1243699
4/1/1927,126.095897
5/1/1927,126.0605231
6/1/1927,126.0089329
7/1/1927,125.9696996
8/1/1927,125.9185412
9/1/1927,125.8524011
10/1/1927,125.7881245
11/1/1927,125.6984054
12/1/1927,125.5972172
1/1/1928,125.4080251
2/1/1928,125.3262823
3/1/1928,125.2250222
4/1/1928,125.1301199
5/1/1928,125.0846378
6/1/1928,124.9960768
7/1/1928,124.8723647
8/1/1928,124.727429
9/1/1928,124.4418972
10/1/1928,124.0822936
11/1/1928,123.7178094
12/1/1928,123.4524019
1/1/1929,123.0965492
2/1/1929,122.8162922
3/1/1929,122.7182641
4/1/1929,122.64095
5/1/1929,122.5560417
6/1/1929,122.4770274
7/1/1929,122.4011484
8/1/1929,122.3505869
9/1/1929,122.30013
10/1/1929,122.2532172
11/1/1929,122.1707389
12/1/1929,122.0908954
1/1/1930,122.0181536
2/1/1930,121.9626263
3/1/1930,121.9009309
4/1/1930,121.8377699
5/1/1930,121.807771
6/1/1930,121.7501573
7/1/1930,121.7333449
8/1/1930,121.6944427
9/1/1930,121.6701556
10/1/1930,121.6273973
11/1/1930,121.593779
12/1/1930,121.552574
1/1/1931,121.5262029
2/1/1931,121.5042899
3/1/1931,121.4700491
4/1/1931,121.4613514
5/1/1931,121.4332668
6/1/1931,121.3903337
7/1/1931,121.3546158
8/1/1931,121.3210879
9/1/1931,121.1954961
10/1/1931,121.1028248
11/1/1931,121.0471329
12/1/1931,120.948113
1/1/1932,120.9110815
2/1/1932,120.8429306
3/1/1932,120.7386335
4/1/1932,120.6506124
5/1/1932,120.5330756
6/1/1932,120.4417905
7/1/1932,120.2839433
8/1/1932,120.1724551
9/1/1932,120.0573233
10/1/1932,119.8555279
11/1/1932,119.7860145
12/1/1932,119.7165308
1/1/1933,119.6234694
2/1/1933,119.5347521
