datetime,layer 3 (Lower Aquifer)
03/01/2024,-177.9643024
04/01/2024,-177.9643052
05/01/2024,-177.9643052
06/01/2024,-177.9643052
07/01/2024,-177.9643052
08/01/2024,-177.9643052
09/01/2024,-177.9643052
10/01/2024,-177.9643052
11/01/2024,-177.9643052
12/01/2024,-177.9643052
01/01/2025,-177.9643052
02/01/2025,-177.9643052
03/01/2025,-177.9643052
04/01/2025,-177.9643052
05/01/2025,-177.9643052
06/01/2025,-177.9643052
07/01/2025,-177.9643052
08/01/2025,-177.9643052
09/01/2025,-177.9643052
10/01/2025,-177.9643052
11/01/2025,-177.9643052
12/01/2025,-177.9643052
01/01/2026,-177.9643052
02/01/2026,-177.9643052
03/01/2026,-177.9643052
04/01/2026,-177.9643052
05/01/2026,-177.9643052
06/01/2026,-177.9643052
07/01/2026,-177.9643052
08/01/2026,-177.9643052
09/01/2026,-177.9643052
10/01/2026,-177.9643052
11/01/2026,-177.9643052
12/01/2026,-177.9643052
01/01/2027,-177.9643052
02/01/2027,-177.9643052
03/01/2027,-177.9643052
04/01/2027,-177.9643052
05/01/2027,-177.9643052
06/01/2027,-177.9643052
07/01/2027,-177.9643052
08/01/2027,-177.9643052
09/01/2027,-177.9643052
10/01/2027,-177.9643052
11/01/2027,-177.9643052
12/01/2027,-177.9643052
01/01/2028,-177.9643052
02/01/2028,-177.9643052
03/01/2028,-177.9643052
04/01/2028,-177.9643052
05/01/2028,-177.9643052
06/01/2028,-177.9643052
07/01/2028,-177.9643052
08/01/2028,-177.9643052
09/01/2028,-177.9643052
10/01/2028,-177.9643052
11/01/2028,-177.9643052
12/01/2028,-177.9643052
01/01/2029,-177.9643052
02/01/2029,-177.9643052
03/01/2029,-177.9643052
04/01/2029,-177.9643052
05/01/2029,-177.9643052
06/01/2029,-177.9643052
07/01/2029,-177.9643052
08/01/2029,-177.9643052
09/01/2029,-177.9643052
10/01/2029,-177.9643052
11/01/2029,-177.9643052
12/01/2029,-177.9643052
01/01/2030,-177.9643052
02/01/2030,-177.9643052
03/01/2030,-177.9643052
04/01/2030,-177.9643052
05/01/2030,-177.9643052
06/01/2030,-177.9643052
07/01/2030,-177.9643052
08/01/2030,-177.9643052
09/01/2030,-177.9643052
10/01/2030,-177.9643052
11/01/2030,-177.9643052
12/01/2030,-177.9643052
01/01/2031,-177.9643052
02/01/2031,-177.9643052
03/01/2031,-177.9643052
04/01/2031,-177.9643052
05/01/2031,-177.9643052
06/01/2031,-177.9643052
07/01/2031,-177.9643052
08/01/2031,-177.9643052
09/01/2031,-177.9643052
10/01/2031,-177.9643052
11/01/2031,-177.9643052
12/01/2031,-177.9643052
01/01/2032,-177.9643052
02/01/2032,-177.9643052
03/01/2032,-177.9643052
04/01/2032,-177.9643052
05/01/2032,-177.9643052
06/01/2032,-177.9643052
07/01/2032,-177.9643052
08/01/2032,-177.9643052
09/01/2032,-177.9643052
10/01/2032,-177.9643052
11/01/2032,-177.9643052
12/01/2032,-177.9643052
01/01/2033,-177.9643052
02/01/2033,-177.9643052
03/01/2033,-177.9643052
04/01/2033,-177.9643052
05/01/2033,-177.9643052
06/01/2033,-177.9643052
07/01/2033,-177.9643052
08/01/2033,-177.9643052
09/01/2033,-177.9643052
10/01/2033,-177.9643052
11/01/2033,-177.9643052
12/01/2033,-177.9643052
01/01/2034,-177.9643052
02/01/2034,-177.9643052
03/01/2034,-177.9643052
04/01/2034,-177.9643052
05/01/2034,-177.9643052
06/01/2034,-177.9643052
07/01/2034,-177.9643052
08/01/2034,-177.9643052
09/01/2034,-177.9643052
10/01/2034,-177.9643052
11/01/2034,-177.9643052
12/01/2034,-177.9643052
01/01/2035,-177.9643052
02/01/2035,-177.9643052
03/01/2035,-177.9643052
04/01/2035,-177.9643052
05/01/2035,-177.9643052
06/01/2035,-177.9643052
07/01/2035,-177.9643052
08/01/2035,-177.9643052
09/01/2035,-177.9643052
10/01/2035,-177.9643052
11/01/2035,-177.9643052
12/01/2035,-177.9643052
01/01/2036,-177.9643052
02/01/2036,-177.9643052
03/01/2036,-177.9643052
04/01/2036,-177.9643052
05/01/2036,-177.9643052
06/01/2036,-177.9643052
07/01/2036,-177.9643052
08/01/2036,-177.9643052
09/01/2036,-177.9643052
10/01/2036,-177.9643052
11/01/2036,-177.9643052
12/01/2036,-177.9643052
01/01/2037,-177.9643052
02/01/2037,-177.9643052
03/01/2037,-177.9643052
04/01/2037,-177.9643052
05/01/2037,-177.9643052
06/01/2037,-177.9643052
07/01/2037,-177.9643052
08/01/2037,-177.9643052
09/01/2037,-177.9643052
10/01/2037,-177.9643052
11/01/2037,-177.9643052
12/01/2037,-177.9643052
01/01/2038,-177.9643052
02/01/2038,-177.9643052
03/01/2038,-177.9643052
04/01/2038,-177.9643052
05/01/2038,-177.9643052
06/01/2038,-177.9643052
07/01/2038,-177.9643052
08/01/2038,-177.9643052
09/01/2038,-177.9643052
10/01/2038,-177.9643052
11/01/2038,-177.9643052
12/01/2038,-177.9643052
01/01/2039,-177.9643052
02/01/2039,-177.9643052
03/01/2039,-177.9643052
04/01/2039,-177.9643052
05/01/2039,-177.9643052
06/01/2039,-177.9643052
07/01/2039,-177.9643052
08/01/2039,-177.9643052
09/01/2039,-177.9643052
10/01/2039,-177.9643052
11/01/2039,-177.9643052
12/01/2039,-177.9643052
01/01/2040,-177.9643052
02/01/2040,-177.9643052
03/01/2040,-177.9643052
04/01/2040,-177.9643052
05/01/2040,-177.9643052
06/01/2040,-177.9643052
07/01/2040,-177.9643052
08/01/2040,-177.9643052
09/01/2040,-177.9843475
10/01/2040,-177.9843475
11/01/2040,-177.9843475
12/01/2040,-177.9843475
01/01/2041,-177.9843475
02/01/2041,-177.9843475
03/01/2041,-177.9843475
04/01/2041,-177.9843475
05/01/2041,-177.9843475
06/01/2041,-177.9843475
07/01/2041,-177.9843475
08/01/2041,-177.9843475
09/01/2041,-177.9843475
10/01/2041,-177.9843475
11/01/2041,-177.9843475
12/01/2041,-177.9843475
01/01/2042,-177.9843475
02/01/2042,-177.9843475
03/01/2042,-177.9843475
04/01/2042,-177.9843475
05/01/2042,-177.9843475
06/01/2042,-177.9843475
07/01/2042,-177.9843475
08/01/2042,-177.9843475
09/01/2042,-177.9843475
10/01/2042,-177.9843475
11/01/2042,-177.9843475
12/01/2042,-177.9843475
01/01/2043,-177.9843475
02/01/2043,-177.9843475
03/01/2043,-177.9843475
04/01/2043,-177.9843475
05/01/2043,-177.9843475
06/01/2043,-177.9843475
07/01/2043,-177.9843475
08/01/2043,-177.9843475
09/01/2043,-177.9843475
10/01/2043,-177.9843475
11/01/2043,-177.9843475
12/01/2043,-177.9843475
01/01/2044,-177.9843475
02/01/2044,-177.9843475
03/01/2044,-177.9843475
04/01/2044,-177.9843475
05/01/2044,-177.9843475
06/01/2044,-177.9843475
07/01/2044,-177.9843475
08/01/2044,-177.9843475
09/01/2044,-177.9843475
10/01/2044,-177.9843475
11/01/2044,-177.9843475
12/01/2044,-177.9843475
01/01/2045,-177.9843475
02/01/2045,-177.9843475
03/01/2045,-177.9843475
04/01/2045,-177.9843475
05/01/2045,-177.9843475
06/01/2045,-177.9843475
07/01/2045,-177.9843475
08/01/2045,-177.9843475
09/01/2045,-177.9843475
10/01/2045,-177.9843475
11/01/2045,-177.9843475
12/01/2045,-177.9843475
01/01/2046,-177.9843475
02/01/2046,-177.9843475
03/01/2046,-177.9843475
04/01/2046,-177.9843475
05/01/2046,-177.9843475
06/01/2046,-177.9843475
07/01/2046,-177.9843475
08/01/2046,-177.9843475
09/01/2046,-177.9843475
10/01/2046,-177.9843475
11/01/2046,-177.9843475
12/01/2046,-177.9843475
01/01/2047,-177.9843475
02/01/2047,-177.9843475
03/01/2047,-177.9843475
04/01/2047,-177.9843475
05/01/2047,-177.9843475
06/01/2047,-177.9843475
07/01/2047,-177.9843475
08/01/2047,-177.9843475
09/01/2047,-177.9843475
10/01/2047,-177.9843475
11/01/2047,-177.9843475
12/01/2047,-177.9843475
01/01/2048,-177.9843475
02/01/2048,-177.9843475
03/01/2048,-177.9843475
04/01/2048,-177.9843475
05/01/2048,-177.9843475
06/01/2048,-177.9843475
07/01/2048,-177.9843475
08/01/2048,-177.9843475
09/01/2048,-177.9843475
10/01/2048,-177.9843475
11/01/2048,-177.9843475
12/01/2048,-177.9843475
01/01/2049,-177.9843475
02/01/2049,-177.9843475
03/01/2049,-177.9843475
04/01/2049,-177.9843475
05/01/2049,-177.9843475
06/01/2049,-177.9843475
07/01/2049,-177.9843475
08/01/2049,-177.9843475
09/01/2049,-177.9843475
10/01/2049,-177.9843475
11/01/2049,-177.9843475
12/01/2049,-177.9843475
01/01/2050,-177.9843475
02/01/2050,-177.9843475
03/01/2050,-177.9843475
04/01/2050,-177.9843475
05/01/2050,-177.9843475
06/01/2050,-177.9843475
07/01/2050,-177.9843475
08/01/2050,-177.9843475
09/01/2050,-177.9843475
10/01/2050,-177.9843475
11/01/2050,-177.9843475
12/01/2050,-177.9843475
01/01/2051,-177.9843475
02/01/2051,-177.9843475
03/01/2051,-177.9843475
04/01/2051,-177.9843475
05/01/2051,-177.9843475
06/01/2051,-177.9843475
07/01/2051,-177.9843475
08/01/2051,-177.9843475
09/01/2051,-178.0035707
10/01/2051,-178.0035707
11/01/2051,-178.0035707
12/01/2051,-178.0035707
01/01/2052,-178.0035707
02/01/2052,-178.0035707
03/01/2052,-178.0035707
04/01/2052,-178.0035707
05/01/2052,-178.0035707
06/01/2052,-178.0035707
07/01/2052,-178.0035707
08/01/2052,-178.0035707
09/01/2052,-178.0035707
10/01/2052,-178.0035707
11/01/2052,-178.0035707
12/01/2052,-178.0035707
01/01/2053,-178.0035707
02/01/2053,-178.0035707
03/01/2053,-178.0035707
04/01/2053,-178.0035707
05/01/2053,-178.0035707
06/01/2053,-178.0035707
07/01/2053,-178.0035707
08/01/2053,-178.0035707
09/01/2053,-178.0035707
10/01/2053,-178.0035707
11/01/2053,-178.0035707
12/01/2053,-178.0035707
01/01/2054,-178.0035707
02/01/2054,-178.0035707
03/01/2054,-178.0035707
04/01/2054,-178.0035707
05/01/2054,-178.0035707
06/01/2054,-178.0035707
07/01/2054,-178.0035707
08/01/2054,-178.0035707
09/01/2054,-178.0035707
10/01/2054,-178.0035707
11/01/2054,-178.0035707
12/01/2054,-178.0035707
01/01/2055,-178.0035707
02/01/2055,-178.0035707
03/01/2055,-178.0035707
04/01/2055,-178.0035707
05/01/2055,-178.0035707
06/01/2055,-178.0035707
07/01/2055,-178.0035707
08/01/2055,-178.0035707
09/01/2055,-178.0035707
10/01/2055,-178.0035707
11/01/2055,-178.0035707
12/01/2055,-178.0035707
01/01/2056,-178.0035707
02/01/2056,-178.0035707
03/01/2056,-178.0035707
04/01/2056,-178.0035707
05/01/2056,-178.0035707
06/01/2056,-178.0035707
07/01/2056,-178.0035707
08/01/2056,-178.0035707
09/01/2056,-178.0035707
10/01/2056,-178.0035707
11/01/2056,-178.0035707
12/01/2056,-178.0035707
01/01/2057,-178.0035707
02/01/2057,-178.0035707
03/01/2057,-178.0035707
04/01/2057,-178.0035707
05/01/2057,-178.0223235
06/01/2057,-178.0223235
07/01/2057,-178.0223235
08/01/2057,-178.0223235
09/01/2057,-178.0223235
10/01/2057,-178.0223235
11/01/2057,-178.0223235
12/01/2057,-178.0223235
01/01/2058,-178.0223235
02/01/2058,-178.0223235
03/01/2058,-178.0223235
04/01/2058,-178.0223235
05/01/2058,-178.0223235
06/01/2058,-178.0223235
07/01/2058,-178.0223235
08/01/2058,-178.0223235
09/01/2058,-178.0223235
10/01/2058,-178.0223235
11/01/2058,-178.0223235
12/01/2058,-178.0223235
01/01/2059,-178.0223235
02/01/2059,-178.0223235
03/01/2059,-178.0223235
04/01/2059,-178.0223235
05/01/2059,-178.0223235
06/01/2059,-178.0223235
07/01/2059,-178.0223235
08/01/2059,-178.0223235
09/01/2059,-178.0223235
10/01/2059,-178.0223235
11/01/2059,-178.0223235
12/01/2059,-178.0223235
01/01/2060,-178.0223235
02/01/2060,-178.0223235
03/01/2060,-178.0223235
04/01/2060,-178.0223235
05/01/2060,-178.0223235
06/01/2060,-178.0223235
07/01/2060,-178.0223235
08/01/2060,-178.0223235
09/01/2060,-178.0223235
10/01/2060,-178.0223235
11/01/2060,-178.0223235
12/01/2060,-178.0223235
01/01/2061,-178.0223235
