datetime,Mean CH - layer 3 (Pliocene)
10/1/1941,385.8411187
11/1/1941,385.3946737
12/1/1941,384.9618623
1/1/1942,384.5137769
2/1/1942,384.0648288
3/1/1942,383.6586212
4/1/1942,383.2080368
5/1/1942,382.7712096
6/1/1942,382.3190302
7/1/1942,381.8807425
8/1/1942,381.4271662
9/1/1942,380.9729834
10/1/1942,380.5329562
11/1/1942,380.0778183
12/1/1942,379.6370278
1/1/1943,379.1812764
2/1/1943,378.4827394
3/1/1943,378.070551
4/1/1943,377.6141772
5/1/1943,377.1725667
6/1/1943,376.716339
7/1/1943,376.274968
8/1/1943,375.8190696
9/1/1943,375.3633809
10/1/1943,374.9226013
11/1/1943,374.4673582
12/1/1943,374.0270131
1/1/1944,373.5722077
2/1/1944,373.1176058
3/1/1944,372.6924969
4/1/1944,372.238239
5/1/1944,371.7987782
6/1/1944,371.3448108
7/1/1944,370.9056167
8/1/1944,370.4519246
9/1/1944,369.9983868
10/1/1944,369.5596418
11/1/1944,369.1064724
12/1/1944,368.6681377
1/1/1945,368.2154589
2/1/1945,367.7630853
3/1/1945,367.3547682
4/1/1945,366.9030843
5/1/1945,366.4663641
6/1/1945,366.0155454
7/1/1945,365.5797325
8/1/1945,365.1299217
9/1/1945,364.6806703
10/1/1945,364.2464565
11/1/1945,363.7983677
12/1/1945,363.3653002
1/1/1946,362.9183975
2/1/1946,362.4720784
3/1/1946,362.0694067
4/1/1946,361.6241092
5/1/1946,361.1936152
6/1/1946,360.4982196
7/1/1946,360.0682788
8/1/1946,359.6242858
9/1/1946,359.1805026
10/1/1946,358.7511693
11/1/1946,358.3076035
12/1/1946,357.8783654
1/1/1947,357.4347864
2/1/1947,356.9911287
3/1/1947,356.590313
4/1/1947,356.1464101
5/1/1947,355.7166749
6/1/1947,355.2724431
7/1/1947,354.8423802
8/1/1947,354.3978199
9/1/1947,354.3522042
10/1/1947,353.9225039
11/1/1947,353.4783826
12/1/1947,353.0485407
1/1/1948,352.6043808
2/1/1948,352.1603034
3/1/1948,351.7450176
4/1/1948,351.3013517
5/1/1948,350.8723437
6/1/1948,350.1743717
7/1/1948,349.7463506
8/1/1948,349.3048697
9/1/1948,348.8643762
10/1/1948,348.4391936
11/1/1948,348.0012227
12/1/1948,347.5788749
1/1/1949,347.5449062
2/1/1949,347.1120781
3/1/1949,346.7229221
4/1/1949,346.2944699
5/1/1949,346.2871941
6/1/1949,345.8632799
7/1/1949,345.4557157
8/1/1949,345.0375666
9/1/1949,344.6225403
10/1/1949,344.223919
11/1/1949,343.8153117
12/1/1949,343.4230311
1/1/1950,343.0210722
2/1/1950,342.6225302
3/1/1950,342.2653467
4/1/1950,341.8733008
5/1/1950,341.4970708
6/1/1950,341.1116507
7/1/1950,340.7417674
8/1/1950,340.1166558
9/1/1950,339.7412084
10/1/1950,339.3808851
11/1/1950,339.0117376
12/1/1950,338.6574604
1/1/1951,338.6816057
2/1/1951,338.3204124
3/1/1951,337.9967119
4/1/1951,337.6414352
5/1/1951,337.3005251
6/1/1951,336.951354
7/1/1951,337.0043852
8/1/1951,336.4203703
9/1/1951,336.0807683
10/1/1951,335.5096483
11/1/1951,335.1765244
12/1/1951,334.8570735
1/1/1952,334.5300934
2/1/1952,334.2062171
3/1/1952,333.9059317
4/1/1952,333.58798
5/1/1952,333.2830885
6/1/1952,332.9709625
7/1/1952,332.6715754
8/1/1952,332.3649657
9/1/1952,332.0610045
10/1/1952,331.7692185
11/1/1952,331.4701023
12/1/1952,331.1827457
1/1/1953,330.8879058
2/1/1953,330.5949913
3/1/1953,330.3318627
4/1/1953,330.0421185
5/1/1953,329.7630215
6/1/1953,329.4758101
7/1/1953,328.8436102
8/1/1953,328.5594089
9/1/1953,328.2757326
10/1/1953,328.0015089
11/1/1953,327.7182588
12/1/1953,327.4440669
1/1/1954,327.1604493
2/1/1954,326.8763482
3/1/1954,326.6192038
4/1/1954,326.3336622
5/1/1954,326.0563736
6/1/1954,325.7686428
7/1/1954,325.4889166
8/1/1954,325.1983403
9/1/1954,324.9060847
10/1/1954,324.6215535
11/1/1954,324.3255856
12/1/1954,324.0372247
1/1/1955,323.7370665
2/1/1955,323.4346192
3/1/1955,323.1595026
4/1/1955,322.8524439
5/1/1955,322.2185843
6/1/1955,321.9068801
7/1/1955,321.6026614
8/1/1955,321.285484
9/1/1955,320.9654139
10/1/1955,320.6528905
11/1/1955,320.326904
12/1/1955,320.008507
1/1/1956,319.676289
2/1/1956,319.3407802
3/1/1956,318.6937099
4/1/1956,318.3511028
5/1/1956,318.0162202
6/1/1956,317.6665664
7/1/1956,317.3247734
8/1/1956,316.9679087
9/1/1956,316.6073512
10/1/1956,316.2549654
11/1/1956,315.8871516
12/1/1956,315.5277755
1/1/1957,315.1527936
2/1/1957,314.7742264
3/1/1957,314.4294054
4/1/1957,314.0441513
5/1/1957,313.9048913
6/1/1957,313.1794081
7/1/1957,312.7975852
8/1/1957,312.3997838
9/1/1957,311.9987898
10/1/1957,311.6077917
11/1/1957,311.2006744
12/1/1957,310.8038454
1/1/1958,310.390799
2/1/1958,309.974809
3/1/1958,309.5967076
4/1/1958,309.1752358
5/1/1958,308.7647211
6/1/1958,308.3377484
7/1/1958,307.9219904
8/1/1958,307.4896846
9/1/1958,307.0547294
10/1/1958,306.2880004
11/1/1958,305.8482169
12/1/1958,305.4202051
1/1/1959,304.9753381
2/1/1959,304.5278555
3/1/1959,304.1215117
4/1/1959,303.6689189
5/1/1959,303.2283257
6/1/1959,302.7702009
7/1/1959,302.3241305
8/1/1959,301.8602261
9/1/1959,301.3933118
10/1/1959,300.9386102
11/1/1959,300.4656883
12/1/1959,299.6504299
1/1/1960,299.1707013
2/1/1960,298.6879238
3/1/1960,298.2336337
4/1/1960,297.7449907
5/1/1960,297.2692999
6/1/1960,296.7747812
7/1/1960,296.2934661
8/1/1960,295.7932189
9/1/1960,295.2901395
10/1/1960,294.8006943
11/1/1960,294.2922367
12/1/1960,293.7977265
1/1/1961,293.2841973
2/1/1961,292.7682238
3/1/1961,292.3002593
4/1/1961,291.779898
5/1/1961,291.2743055
6/1/1961,290.7498226
7/1/1961,290.2404656
8/1/1961,289.7123531
9/1/1961,289.1826093
10/1/1961,288.6685632
11/1/1961,288.1360496
12/1/1961,287.6196024
1/1/1962,287.0848994
2/1/1962,286.5492946
3/1/1962,286.0648839
4/1/1962,285.527913
5/1/1962,285.0077517
6/1/1962,284.4698138
7/1/1962,283.9489123
8/1/1962,283.4104072
9/1/1962,282.871755
10/1/1962,282.3504216
11/1/1962,281.8117347
12/1/1962,281.2905215
1/1/1963,280.7521163
2/1/1963,280.2139682
