Aquifer,Top,Bot,Thick_ft,Description
Upper,0,2,2,clay
Upper,2,37,35,sand
Upper,37,42,5,clay
Upper,42,46,4,sand
Upper,46,50,4,clay
Upper,50,72,22,clay
Upper,72,76,4,sand
Upper,76,91,15,clay
Upper,91,126,35,sand
Upper,126,132,6,clay
Upper,132,141,9,clay
Upper,141,160,19,sand
Upper,160,165,5,sand
Upper,165,172,7,clay
Upper,172,173,1,sand
Upper,173,175,2,clay
Upper,175,185,10,sand
Upper,185,237,52,clay
Upper,237,250,13,sand
Lower,250,257,7,sand
Lower,257,286,29,clay
Lower,286,304,18,sand
Lower,304,310,6,clay
Lower,310,317,7,clay
Lower,317,335,18,sand
Lower,335,425,90,clay
Lower,425,437,12,sand
Lower,437,450,13,clay
Lower,450,454,4,sand
Lower,454,460,6,clay
Lower,460,470,10,sand
Lower,470,480,10,clay
Lower,480,490,10,sand
Lower,490,500,10,clay
Lower,500,520,20,sand
Lower,520,530,10,sand
Lower,530,540,10,clay
Lower,540,560,20,sand
Lower,560,570,10,sand
Lower,570,580,10,clay
Lower,580,640,60,sand
Lower,640,690,50,sand
Lower,690,740,50,clay
Lower,740,760,20,sand
Lower,760,920,160,sand
Lower,920,940,20,sand
Lower,940,980,40,clay
Lower,980,995,15,sand
Lower,995,1010,15,clay
Lower,1010,1030,20,sand
Lower,1030,1050,20,clay
Lower,1050,1155,105,sand
Lower,1155,1260,105,clay
Lower,1260,1280,20,sand
Lower,1280,1300,20,clay
Lower,1300,1360,60,sand
Lower,1360,1420,60,clay
Lower,1420,1425,5,sand
Lower,1425,1430,5,clay
Lower,1430,1455,25,sand
Lower,1455,1480,25,clay
Lower,1480,1503,23,sand
Lower,1503,1527,24,clay
