Aquifer,Upper,Lower,Upper,Lower,Upper,Lower,Upper,Lower,Upper,Lower,Upper,Lower,Upper,Lower,,,,
Scenario,No SGMA,,Historical lows,,MT (glidepath not below MT),,MT (glidepath 50% below MT),,No pumping (current level),,Injection (rebound @2020-23 rate),,Optimization,,,,,
Date,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,WL_alt,,,,
2038-07-01 00:00:00,92.78420439,-110.5092517,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2038-08-01 00:00:00,92.50049933,-111.2587387,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2038-09-01 00:00:00,92.21679427,-112.0082257,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2038-10-01 00:00:00,91.93308921,-112.7577127,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2038-11-01 00:00:00,91.64938415,-113.5071997,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2038-12-01 00:00:00,91.36567909,-114.2566867,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2039-01-01 00:00:00,91.08197403,-115.0061737,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2039-02-01 00:00:00,90.79826897,-115.7556607,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2039-03-01 00:00:00,90.51456391,-116.5051477,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2039-04-01 00:00:00,90.23085885,-117.2546347,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2039-05-01 00:00:00,89.94715379,-118.0041218,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
2039-06-01 00:00:00,89.66344874,-118.7536088,107.89,-6.838666667,86.49,28.27,,,,,220.67,194.1366667,,,,,,
