Aquifer,Top,Bot,Thick_ft,Description
upper aquifer,0,50,50,sand
upper aquifer,50,62,12,clay
upper aquifer,62,73,11,sand
upper aquifer,73,85,12,clay
upper aquifer,85,98,13,sand
upper aquifer,98,104,6,clay
upper aquifer,104,107,3,sand
upper aquifer,107,115,8,clay
upper aquifer,115,133,18,sand
upper aquifer,133,144,11,clay
upper aquifer,144,151,7,clay
upper aquifer,151,153,2,sand
upper aquifer,153,156,3,clay
upper aquifer,156,165,9,clay
upper aquifer,165,170,5,sand
upper aquifer,170,174,4,clay
upper aquifer,174,184,10,sand
upper aquifer,184,198,14,clay
upper aquifer,198,220,22,sand
upper aquifer,220,223,3,clay
upper aquifer,223,229,6,clay
upper aquifer,229,232,3,sand
upper aquifer,232,235,3,clay
upper aquifer,235,242,7,sand
upper aquifer,242,245,3,clay
upper aquifer,245,250,5,sand
upper aquifer,250,255,5,clay
upper aquifer,255,258,3,sand
upper aquifer,258,265,7,clay
upper aquifer,265,278,13,sand
upper aquifer,278,282,4,clay
upper aquifer,282,289,7,sand
upper aquifer,289,304,15,clay
upper aquifer,304,310,6,sand
upper aquifer,310,316,6,clay
upper aquifer,316,332,16,sand
upper aquifer,332,345,13,clay
upper aquifer,345,366,21,clay
upper aquifer,366,376,10,sand
upper aquifer,376,387,11,clay
upper aquifer,387,392,5,clay
upper aquifer,392,402,10,sand
upper aquifer,402,409,7,clay
upper aquifer,409,413,4,clay
upper aquifer,413,458,45,sand
upper aquifer,458,468,10,clay
upper aquifer,468,479,11,sand
upper aquifer,479,496,17,clay
upper aquifer,496,498,2,clay
upper aquifer,498,499,1,sand
upper aquifer,499,514,15,clay
upper aquifer,514,518,4,clay
upper aquifer,518,522,4,sand
upper aquifer,522,528,6,clay
upper aquifer,528,547,19,sand
upper aquifer,547,554,7,clay
upper aquifer,554,588,34,sand
upper aquifer,588,591,3,clay
upper aquifer,591,602,11,sand
middle aquifer,602,606,4,clay
middle aquifer,606,610,4,sand
middle aquifer,610,618,8,clay
middle aquifer,618,636,18,clay
middle aquifer,636,646,10,sand
middle aquifer,646,665,19,clay
middle aquifer,665,674,9,sand
middle aquifer,674,679,5,clay
middle aquifer,679,684,5,sand
middle aquifer,684,694,10,clay
middle aquifer,694,710,16,sand
middle aquifer,710,715,5,clay
middle aquifer,715,717,2,sand
middle aquifer,717,720,3,clay
middle aquifer,720,722,2,sand
middle aquifer,722,725,3,clay
middle aquifer,725,748,23,sand
middle aquifer,748,752,4,clay
middle aquifer,752,754,2,sand
middle aquifer,754,757,3,clay
middle aquifer,757,788,31,sand
middle aquifer,788,794,6,clay
middle aquifer,794,832,38,sand
middle aquifer,832,833,1,clay
middle aquifer,833,862,29,sand
middle aquifer,862,877,15,clay
middle aquifer,877,888,11,sand
middle aquifer,888,894,6,sand
middle aquifer,894,903,9,sand
lower aquifer,903,908,5,clay
lower aquifer,908,940,32,clay
lower aquifer,940,960,20,clay
lower aquifer,960,990,30,clay
lower aquifer,990,1050,60,clay
lower aquifer,1050,1060,10,sand
lower aquifer,1060,1080,20,clay
lower aquifer,1080,1090,10,sand
lower aquifer,1090,1200,110,clay
lower aquifer,1200,1230,30,clay
