datetime,Mean CH - layer 2 (Intermediate Aquifer)
2/1/1946,57.5783864
3/1/1946,57.58458053
4/1/1946,57.58424933
5/1/1946,57.58388475
6/1/1946,57.58333107
7/1/1946,57.58261525
8/1/1946,57.58150717
9/1/1946,57.58988569
10/1/1946,57.5828143
11/1/1946,57.58196999
12/1/1946,57.58147849
1/1/1947,57.58101739
2/1/1947,57.58041337
3/1/1947,57.57965279
4/1/1947,57.57861248
5/1/1947,57.57742366
6/1/1947,57.56490441
7/1/1947,57.56272467
8/1/1947,57.57161778
9/1/1947,57.56797195
10/1/1947,57.56483952
11/1/1947,57.56432352
12/1/1947,57.56248117
1/1/1948,57.56059844
2/1/1948,57.55858422
3/1/1948,57.55695336
4/1/1948,57.54998773
5/1/1948,57.54827287
6/1/1948,57.54651205
7/1/1948,57.54480015
8/1/1948,57.54840705
9/1/1948,57.5533337
10/1/1948,57.55146535
11/1/1948,57.55533726
12/1/1948,57.56424049
1/1/1949,57.56656331
2/1/1949,57.56225999
3/1/1949,57.55543495
4/1/1949,57.52419957
5/1/1949,57.46962437
6/1/1949,57.291558
7/1/1949,57.09734464
8/1/1949,56.89727124
9/1/1949,56.77241566
10/1/1949,56.69185071
11/1/1949,56.62285354
12/1/1949,56.5657026
1/1/1950,56.5258331
2/1/1950,56.46837889
3/1/1950,56.40626372
4/1/1950,56.27935292
5/1/1950,56.14259818
6/1/1950,55.96321657
7/1/1950,55.83864208
8/1/1950,55.75735013
9/1/1950,55.6801007
10/1/1950,55.55019111
11/1/1950,55.43348913
12/1/1950,55.30655245
1/1/1951,55.25725373
2/1/1951,55.24283013
3/1/1951,55.23475175
4/1/1951,55.23137623
5/1/1951,55.21424153
6/1/1951,55.20096494
7/1/1951,55.19188591
8/1/1951,55.15486057
9/1/1951,55.11001632
10/1/1951,55.07984312
11/1/1951,55.01111759
12/1/1951,54.98580967
1/1/1952,54.96048723
2/1/1952,54.93467185
3/1/1952,54.90926619
4/1/1952,54.8822807
5/1/1952,54.85653301
6/1/1952,54.82424866
7/1/1952,54.80829076
8/1/1952,54.78382994
9/1/1952,54.75615372
10/1/1952,54.71595984
11/1/1952,54.690404
12/1/1952,54.65958945
1/1/1953,54.6503443
2/1/1953,54.62719648
3/1/1953,54.60560825
4/1/1953,54.58968395
5/1/1953,54.57492902
6/1/1953,54.56059634
7/1/1953,54.54770913
8/1/1953,54.53556297
9/1/1953,54.52446134
10/1/1953,54.51448987
11/1/1953,54.5180718
12/1/1953,54.50736564
1/1/1954,54.50117803
2/1/1954,54.49696878
3/1/1954,54.48050633
4/1/1954,54.47785298
5/1/1954,54.46624672
6/1/1954,54.44630264
7/1/1954,54.41675646
8/1/1954,54.39274921
9/1/1954,54.36571056
10/1/1954,54.32945842
11/1/1954,54.28407946
12/1/1954,54.23552209
1/1/1955,54.18015834
2/1/1955,54.11447816
3/1/1955,54.05384125
4/1/1955,53.98841922
5/1/1955,53.92068718
6/1/1955,53.80874394
7/1/1955,53.70327652
8/1/1955,53.58385758
9/1/1955,53.46021189
10/1/1955,53.32684734
11/1/1955,53.20529307
12/1/1955,53.08344548
1/1/1956,52.96653688
2/1/1956,52.87141618
3/1/1956,52.81128448
4/1/1956,52.76471995
5/1/1956,52.72348491
6/1/1956,52.69001047
7/1/1956,52.63643134
8/1/1956,52.58811952
9/1/1956,52.52466998
10/1/1956,52.44867145
11/1/1956,52.37082841
12/1/1956,52.29269632
1/1/1957,52.21822391
2/1/1957,52.12973676
3/1/1957,52.03260833
4/1/1957,51.92719004
5/1/1957,51.84567403
6/1/1957,51.75820388
7/1/1957,51.66134789
8/1/1957,51.52986226
9/1/1957,51.40157613
10/1/1957,51.29224963
11/1/1957,51.18015527
12/1/1957,51.07710973
1/1/1958,50.96439215
2/1/1958,50.85480662
3/1/1958,50.74217974
4/1/1958,50.64559401
5/1/1958,50.55684798
6/1/1958,50.48709427
7/1/1958,50.41717437
8/1/1958,50.32274843
9/1/1958,50.25448474
10/1/1958,50.17405807
11/1/1958,50.10313157
12/1/1958,50.01497035
1/1/1959,49.92082163
2/1/1959,49.84338266
3/1/1959,49.78288116
4/1/1959,49.70435075
5/1/1959,49.65321742
6/1/1959,49.58442198
7/1/1959,49.53664826
8/1/1959,49.47847782
9/1/1959,49.41770953
10/1/1959,49.35780378
11/1/1959,49.29853331
12/1/1959,49.23451818
1/1/1960,49.17233266
2/1/1960,49.11735307
3/1/1960,49.0666874
4/1/1960,49.04176534
5/1/1960,49.00905089
6/1/1960,48.99123348
7/1/1960,48.97047161
8/1/1960,48.93560032
