Aquifer,Top,Bot,Thick_ft,Description
Upper,0,2,2,sand
Upper,2,5,3,clay
Upper,5,24,19,clay
Upper,24,28,4,sand
Upper,28,36,8,clay
Upper,37,43,6,clay
Upper,43,45,2,sand
Upper,45,47,2,clay
Upper,47,47,0,sand
Upper,47,48,1,clay
Upper,48,49,1,sand
Upper,49,50,1,clay
Upper,50,175,125,clay
Upper,175,202,27,clay
Upper,202,206,4,sand
Upper,206,210,4,clay
Upper,210,312,102,sand
Upper,312,316,4,sand
Upper,316,320,4,clay
Upper,320,331,11,sand
Upper,331,342,11,clay
Upper,342,346,4,sand
Upper,346,350,4,clay
Upper,350,360,10,sand
Upper,360,363,3,sand
Upper,363,366,3,clay
Upper,366,372,6,clay
Upper,372,395,23,sand
Upper,402,417,15,clay
Upper,417,445,28,sand
Upper,445,447,2,sand
Upper,447,450,3,clay
Upper,473,485,12,sand
Upper,485,497,12,clay
Upper,497,512,15,sand
Upper,512,528,16,clay
Upper,528,532,4,sand
Upper,532,537,5,clay
Upper,537,541,4,sand
Upper,541,545,4,clay
Upper,545,547,2,sand
Upper,547,550,3,clay
Corcoran,550,552,2,sand
Corcoran,552,555,3,clay
Corcoran,555,563,8,sand
Corcoran,563,572,9,clay
Corcoran,572,574,2,sand
Corcoran,574,577,3,clay
Corcoran,577,587,10,sand
Corcoran,587,597,10,clay
Corcoran,597,603,6,sand
Corcoran,603,609,6,clay
Corcoran,609,615,6,sand
Corcoran,615,622,7,clay
Corcoran,622,634,12,sand
Lower,634,647,13,clay
Lower,647,659,12,sand
Lower,659,672,13,clay
Lower,672,692,20,sand
Lower,692,712,20,clay
Lower,712,714,2,sand
Lower,714,717,3,clay
Lower,717,724,7,sand
Lower,724,732,8,clay
Lower,732,742,10,sand
Lower,742,752,10,clay
Lower,752,762,10,sand
Lower,762,772,10,clay
Lower,772,782,10,sand
Lower,782,792,10,clay
Lower,792,807,15,sand
Lower,807,822,15,clay
Lower,822,837,15,sand
Lower,837,852,15,clay
Lower,852,857,5,sand
Lower,857,862,5,clay
Lower,862,867,5,sand
Lower,867,872,5,clay
Lower,872,877,5,sand
Lower,877,882,5,clay
Lower,882,889,7,sand
Lower,889,897,8,clay
Lower,897,904,7,sand
Lower,904,912,8,clay
Lower,912,922,10,sand
Lower,922,932,10,clay
Lower,932,937,5,sand
Lower,937,942,5,clay
Lower,942,947,5,sand
Lower,947,952,5,clay
Lower,952,972,20,sand
Lower,972,992,20,clay
Lower,992,1002,10,sand
Lower,1002,1012,10,clay
Lower,1012,1022,10,sand
Lower,1022,1032,10,clay
Lower,1032,1052,20,sand
Lower,1052,1072,20,clay
Lower,1072,1077,5,sand
Lower,1077,1082,5,clay
