datetime,Mean CH - layer 2 (Principal Aquifer)
2/1/1901,195.0655951
3/1/1901,195.0355569
4/1/1901,195.0355566
5/1/1901,195.0355566
6/1/1901,195.0221421
7/1/1901,195.016968
8/1/1901,195.0163593
9/1/1901,195.0161419
10/1/1901,195.0161419
11/1/1901,195.0161419
12/1/1901,195.0161419
1/1/1902,195.0112044
2/1/1902,194.9916876
3/1/1902,194.9772968
4/1/1902,194.9688699
5/1/1902,194.8889531
6/1/1902,194.6988319
7/1/1902,194.6386751
8/1/1902,194.5197302
9/1/1902,194.2771544
10/1/1902,194.1680918
11/1/1902,194.1953506
12/1/1902,194.1058524
1/1/1903,194.0575854
2/1/1903,194.0396598
3/1/1903,194.020607
4/1/1903,193.9535728
5/1/1903,193.9619471
6/1/1903,193.7970471
7/1/1903,193.6684093
8/1/1903,193.6157653
9/1/1903,193.4769805
10/1/1903,193.4054458
11/1/1903,193.32424
12/1/1903,193.3045448
1/1/1904,192.6171221
2/1/1904,192.4777084
3/1/1904,192.3771859
4/1/1904,192.3103141
5/1/1904,192.2342782
6/1/1904,192.1778036
7/1/1904,192.1808637
8/1/1904,192.0422276
9/1/1904,191.7852974
10/1/1904,191.5766996
11/1/1904,191.2969987
12/1/1904,191.2128623
1/1/1905,191.147986
2/1/1905,190.9906091
3/1/1905,190.8773319
4/1/1905,190.8072384
5/1/1905,190.7090125
6/1/1905,190.6154968
7/1/1905,190.5716494
8/1/1905,190.5461319
9/1/1905,190.550466
10/1/1905,190.517727
11/1/1905,190.4740864
12/1/1905,190.4607976
1/1/1906,190.4508528
2/1/1906,190.442417
3/1/1906,190.4339157
4/1/1906,190.424264
5/1/1906,190.4053431
6/1/1906,190.3954653
7/1/1906,190.3885731
8/1/1906,190.3840216
9/1/1906,190.361352
10/1/1906,190.4176097
11/1/1906,190.4003085
12/1/1906,190.3739008
1/1/1907,190.278393
2/1/1907,190.1441174
3/1/1907,190.0877611
4/1/1907,190.0842535
5/1/1907,190.0461972
6/1/1907,190.0437107
7/1/1907,190.0193518
8/1/1907,190.0072444
9/1/1907,189.9885104
10/1/1907,189.9671162
11/1/1907,189.9782521
12/1/1907,189.9400816
1/1/1908,189.8966928
2/1/1908,189.5682946
3/1/1908,189.4626025
4/1/1908,189.4368004
5/1/1908,189.406009
6/1/1908,189.3465054
7/1/1908,189.1821049
8/1/1908,188.9851627
9/1/1908,188.786458
10/1/1908,188.6077411
11/1/1908,188.5301539
12/1/1908,188.4577864
1/1/1909,188.4240377
2/1/1909,188.386011
3/1/1909,188.2241354
4/1/1909,187.9627122
5/1/1909,187.7837342
6/1/1909,187.6617303
7/1/1909,187.0943666
8/1/1909,187.066847
9/1/1909,186.9709309
10/1/1909,186.8675209
11/1/1909,186.7786593
12/1/1909,186.6688308
1/1/1910,186.6328781
2/1/1910,186.6062688
3/1/1910,186.6139297
4/1/1910,186.5972105
5/1/1910,186.5836733
6/1/1910,186.5717667
7/1/1910,186.5396478
8/1/1910,186.5310428
9/1/1910,186.531635
10/1/1910,186.5317786
11/1/1910,186.4739363
12/1/1910,186.4347628
1/1/1911,186.3795826
2/1/1911,186.3455423
3/1/1911,186.3068717
4/1/1911,186.2366396
5/1/1911,186.1398568
6/1/1911,186.1112428
7/1/1911,186.138658
8/1/1911,186.1528692
9/1/1911,186.1161686
10/1/1911,186.0491836
11/1/1911,186.0007921
12/1/1911,185.9723309
1/1/1912,185.9489013
2/1/1912,185.9278171
3/1/1912,185.9098698
4/1/1912,185.9091965
5/1/1912,185.8899544
6/1/1912,185.8707689
7/1/1912,185.8260268
8/1/1912,185.8025869
9/1/1912,185.862844
10/1/1912,185.8274824
11/1/1912,185.7546719
12/1/1912,185.6935455
1/1/1913,185.6268226
2/1/1913,185.5366112
3/1/1913,185.350465
4/1/1913,185.1053607
5/1/1913,185.0248392
6/1/1913,184.8338834
7/1/1913,184.8026846
8/1/1913,184.7333965
9/1/1913,184.6617656
10/1/1913,184.6320427
11/1/1913,184.579421
12/1/1913,184.5250374
1/1/1914,184.5332012
2/1/1914,184.5270467
3/1/1914,184.5058032
