datetime,Mean CH  - layer 2 (Principal Aquifer (Outside Corcoran))
1/1/1920,183.6755569
2/1/1920,183.6755569
3/1/1920,183.6755569
4/1/1920,183.6755569
5/1/1920,183.6755569
6/1/1920,183.6755569
7/1/1920,183.6755569
8/1/1920,183.671148
9/1/1920,183.671148
10/1/1920,183.671148
11/1/1920,183.671148
12/1/1920,183.671148
1/1/1921,183.671148
2/1/1921,183.671148
3/1/1921,183.671148
4/1/1921,183.671148
5/1/1921,183.671148
6/1/1921,183.671148
7/1/1921,183.671148
8/1/1921,183.671148
9/1/1921,183.671148
10/1/1921,183.671148
11/1/1921,183.6746601
12/1/1921,183.6746601
1/1/1922,183.6746601
2/1/1922,183.6797391
3/1/1922,183.6803573
4/1/1922,183.6801774
5/1/1922,183.6801774
6/1/1922,183.6844886
7/1/1922,183.6841628
8/1/1922,183.6721275
9/1/1922,183.6719335
10/1/1922,183.6718553
11/1/1922,183.6717113
12/1/1922,183.671567
1/1/1923,183.6714134
2/1/1923,183.6578717
3/1/1923,183.6567612
4/1/1923,183.6558787
5/1/1923,183.6549165
6/1/1923,183.6540281
7/1/1923,183.6506509
8/1/1923,183.6443316
9/1/1923,183.623193
10/1/1923,183.6128402
11/1/1923,183.6046356
12/1/1923,183.4884755
1/1/1924,183.4830004
2/1/1924,183.476162
3/1/1924,183.4551957
4/1/1924,183.4567154
5/1/1924,183.4537414
6/1/1924,183.4591439
7/1/1924,183.45032
8/1/1924,183.4539659
9/1/1924,183.4571143
10/1/1924,183.455924
11/1/1924,183.4532303
12/1/1924,183.4499255
1/1/1925,183.4464918
2/1/1925,183.4399193
3/1/1925,183.4345207
4/1/1925,183.4260793
5/1/1925,183.4219223
6/1/1925,183.418675
7/1/1925,183.419816
8/1/1925,183.4183089
9/1/1925,183.4173393
10/1/1925,183.4167443
11/1/1925,183.4195353
12/1/1925,183.4192597
1/1/1926,183.4190996
2/1/1926,183.4190247
3/1/1926,183.4189885
4/1/1926,183.418959
5/1/1926,183.4158118
6/1/1926,183.4157714
7/1/1926,183.415717
8/1/1926,183.4155015
9/1/1926,183.4055474
10/1/1926,183.3950025
11/1/1926,183.3870278
12/1/1926,183.3852214
1/1/1927,183.3834229
2/1/1927,183.3819197
3/1/1927,183.3923836
4/1/1927,183.368423
5/1/1927,183.3673748
6/1/1927,183.3664635
7/1/1927,183.3659373
8/1/1927,183.3653749
9/1/1927,183.3648116
10/1/1927,183.3642352
11/1/1927,183.3636269
12/1/1927,183.3630566
1/1/1928,183.3624888
2/1/1928,183.3619385
3/1/1928,183.3641883
4/1/1928,183.3607188
5/1/1928,183.3620332
6/1/1928,183.3603372
7/1/1928,183.3590695
8/1/1928,183.3578207
9/1/1928,183.3567023
10/1/1928,183.3590389
11/1/1928,183.3612314
12/1/1928,183.3607055
1/1/1929,183.3602926
2/1/1929,183.3626386
3/1/1929,183.3622182
4/1/1929,183.36181
5/1/1929,183.3614677
6/1/1929,183.3611428
7/1/1929,183.3608425
8/1/1929,183.3605488
9/1/1929,183.360273
10/1/1929,183.3600236
11/1/1929,183.3597848
12/1/1929,183.3595714
1/1/1930,183.3593692
2/1/1930,183.3591846
3/1/1930,183.3590314
4/1/1930,183.3588774
5/1/1930,183.3587419
6/1/1930,183.3586155
7/1/1930,183.3585053
8/1/1930,183.3584005
9/1/1930,183.3583008
10/1/1930,183.358206
11/1/1930,183.3581095
12/1/1930,183.3580181
1/1/1931,183.3579262
2/1/1931,183.3578378
3/1/1931,183.3577614
4/1/1931,183.3576817
5/1/1931,183.3576099
6/1/1931,183.3575422
7/1/1931,183.3574832
8/1/1931,183.3574298
9/1/1931,183.3573842
10/1/1931,183.3573476
11/1/1931,183.357318
12/1/1931,183.3572971
1/1/1932,183.3572837
2/1/1932,183.3572784
3/1/1932,183.3572784
4/1/1932,183.3572784
5/1/1932,183.3572784
6/1/1932,183.3572784
7/1/1932,183.3572784
8/1/1932,183.3572784
9/1/1932,183.3572784
10/1/1932,183.3572784
11/1/1932,183.3572784
12/1/1932,183.3572784
1/1/1933,183.3572784
2/1/1933,183.3572784
3/1/1933,183.3572784
4/1/1933,183.3572784
5/1/1933,183.3572784
6/1/1933,183.3572784
7/1/1933,183.3572784
8/1/1933,183.3572784
9/1/1933,183.3572784
10/1/1933,183.3572784
11/1/1933,183.3572784
12/1/1933,183.3572784
1/1/1934,183.3572784
2/1/1934,183.3572784
3/1/1934,183.3572784
4/1/1934,183.3572784
5/1/1934,183.3572784
6/1/1934,183.3572784
7/1/1934,183.3572784
8/1/1934,183.3572784
9/1/1934,183.3572784
10/1/1934,183.3572784
11/1/1934,183.3572784
12/1/1934,183.3572784
1/1/1935,183.3572784
2/1/1935,183.3572784
3/1/1935,183.3572784
4/1/1935,183.3572784
5/1/1935,183.3572784
6/1/1935,183.3572784
7/1/1935,183.3572784
8/1/1935,183.3572784
9/1/1935,183.3572784
10/1/1935,183.3572784
11/1/1935,183.3572784
12/1/1935,183.3572784
1/1/1936,183.3572784
2/1/1936,183.3572784
3/1/1936,183.3572784
4/1/1936,183.3572784
5/1/1936,183.3572784
6/1/1936,183.3572784
7/1/1936,183.3572784
8/1/1936,183.3572784
9/1/1936,183.3572784
10/1/1936,183.3572784
11/1/1936,183.3572784
12/1/1936,183.3572784
1/1/1937,183.3572784
2/1/1937,183.3572784
3/1/1937,183.3572784
4/1/1937,183.3572784
5/1/1937,183.3572784
6/1/1937,183.3572784
7/1/1937,183.3572784
8/1/1937,183.3572784
9/1/1937,183.3572784
10/1/1937,183.3572784
11/1/1937,183.3572784
12/1/1937,183.3572784
1/1/1938,183.3572784
2/1/1938,183.3572784
3/1/1938,183.3572784
4/1/1938,183.3572784
5/1/1938,183.3572784
6/1/1938,183.3572784
7/1/1938,183.3572784
8/1/1938,183.3572784
9/1/1938,183.3572784
10/1/1938,183.3572784
11/1/1938,183.3572784
12/1/1938,183.3572784
1/1/1939,183.3572784
2/1/1939,183.3572784
3/1/1939,183.3572784
4/1/1939,183.3572784
5/1/1939,183.3572784
6/1/1939,183.3572784
7/1/1939,183.3572784
8/1/1939,183.3572784
9/1/1939,183.3572784
10/1/1939,183.3572784
11/1/1939,183.3572784
12/1/1939,183.3572784
1/1/1940,183.3572784
2/1/1940,183.3572784
3/1/1940,183.3572784
4/1/1940,183.3572784
5/1/1940,183.3572784
6/1/1940,183.3572784
7/1/1940,183.3572784
8/1/1940,183.3572784
9/1/1940,183.3572784
10/1/1940,183.3572784
11/1/1940,183.3572784
12/1/1940,183.3572784
1/1/1941,183.3572784
2/1/1941,183.3572784
3/1/1941,183.3572784
4/1/1941,183.3572784
5/1/1941,183.3572784
6/1/1941,183.3572784
