Aquifer,Top,Bot,Thick_ft,Description
Upper,0,5,5,sand
Upper,5,10,5,clay
Upper,10,20,10,clay
Upper,20,40,20,sand
Upper,40,80,40,clay
Upper,80,120,40,sand
Upper,120,200,80,sand
Middle,200,205,5,sand
Middle,205,210,5,clay
Middle,210,215,5,sand
Middle,215,220,5,clay
Middle,220,240,20,sand
Middle,240,280,40,clay
Middle,280,300,20,sand
Middle,300,320,20,clay
Middle,320,340,20,sand
Middle,340,390,50,clay
Middle,390,420,30,sand
Middle,420,480,60,clay
Middle,480,490,10,sand
Middle,490,500,10,clay
Middle,500,510,10,sand
Middle,510,525,15,sand
Middle,525,540,15,clay
Middle,540,570,30,clay
Middle,570,575,5,sand
Middle,575,580,5,clay
Middle,580,620,40,clay
Middle,620,635,15,sand
Middle,635,650,15,clay
Middle,650,660,10,sand
Middle,660,670,10,clay
Middle,670,675,5,sand
Middle,675,680,5,clay
Middle,680,695,15,sand
Middle,695,710,15,clay
Middle,710,745,35,sand
Middle,745,768,23,sand
Middle,768,893,125,clay
Middle,893,943,50,sand
Middle,943,948,5,sand
Middle,948,953,5,clay
Middle,953,973,20,sand
Middle,973,983,10,clay
Middle,983,1043,60,sand
Middle,1043,1053,10,clay
Middle,1053,1070,17,sand
Middle,1070,1088,18,clay
Middle,1088,1105,17,sand
Middle,1105,1123,18,clay
Middle,1123,1153,30,sand
Middle,1153,1183,30,clay
Middle,1183,1188,5,sand
Middle,1188,1193,5,clay
Middle,1193,1198,5,sand
Middle,1198,1203,5,clay
Middle,1203,1228,25,sand
Middle,1228,1253,25,clay
Lower,1253,1262,9,sand
Lower,1262,1271,9,clay
Lower,1271,1284,13,sand
Lower,1284,1298,14,clay
Lower,1298,1300,2,sand
Lower,1300,1303,3,clay
Lower,1303,1305,2,sand
Lower,1305,1308,3,clay
Lower,1308,1313,5,sand
Lower,1313,1318,5,clay
Lower,1318,1323,5,sand
Lower,1323,1328,5,clay
Lower,1328,1333,5,sand
Lower,1333,1338,5,clay
Lower,1338,1343,5,sand
Lower,1343,1348,5,clay
Lower,1348,1358,10,sand
Lower,1358,1368,10,clay
Lower,1368,1373,5,sand
Lower,1373,1378,5,clay
Lower,1378,1383,5,sand
Lower,1383,1388,5,clay
Lower,1388,1403,15,sand
Lower,1403,1418,15,clay
Lower,1418,1420,2,sand
Lower,1420,1423,3,clay
Lower,1423,1425,2,sand
Lower,1425,1428,3,clay
Lower,1428,1460,32,sand
Lower,1460,1493,33,clay
Lower,1493,1505,12,sand
Lower,1505,1518,13,clay
Lower,1518,1523,5,sand
Lower,1523,1528,5,clay
Lower,1528,1533,5,sand
Lower,1533,1538,5,clay
Lower,1538,1556,18,sand
Lower,1556,1575,19,clay
Lower,1575,1594,19,sand
Lower,1594,1613,19,clay
Lower,1613,1614,1,sand
Lower,1614,1615,1,clay
Lower,1615,1616,1,sand
Lower,1616,1618,2,clay
Lower,1618,1633,15,sand
Lower,1633,1648,15,clay
Lower,1648,1651,3,sand
Lower,1651,1655,4,clay
Lower,1655,1659,4,sand
Lower,1659,1663,4,clay
Lower,1663,1688,25,sand
Lower,1688,1713,25,clay
Lower,1713,1715,2,sand
Lower,1715,1718,3,clay
Lower,1718,1720,2,sand
Lower,1720,1723,3,clay
Lower,1723,1733,10,sand
Lower,1733,1743,10,clay
Lower,1743,1763,20,sand
Lower,1763,1783,20,clay
Lower,1783,1795,12,sand
Lower,1795,1808,13,clay
Lower,1808,1820,12,sand
Lower,1820,1833,13,clay
Lower,1833,1835,2,sand
Lower,1835,1838,3,clay
Lower,1838,1840,2,sand
Lower,1840,1843,3,clay
Lower,1843,1860,17,sand
Lower,1860,1878,18,clay
Lower,1878,1890,12,sand
Lower,1890,1903,13,clay
Lower,1903,1913,10,sand
Lower,1913,1923,10,clay
Lower,1923,1925,2,sand
Lower,1925,1928,3,clay
Lower,1928,1930,2,sand
Lower,1930,1933,3,clay
Lower,1933,1935,2,sand
Lower,1935,1938,3,clay
Lower,1938,1940,2,sand
Lower,1940,1943,3,clay
Lower,1943,1958,15,sand
Lower,1958,1973,15,clay
Lower,1973,1988,15,sand
Lower,1988,2003,15,clay
Lower,2003,2023,20,sand
Lower,2023,2043,20,clay
Lower,2043,2048,5,sand
Lower,2048,2053,5,clay
Lower,2053,2058,5,sand
Lower,2058,2063,5,clay
Lower,2063,2065,2,sand
Lower,2065,2068,3,clay
